"sample_raw_id","feature_id","name_sirius","smiles_sirius","InChI_sirius","NPC.pathway_canopus","NPC.superclass_canopus","RF_importance","Mature - Young.sample_raw_id","Mature - Young.group","Mature - Young.posthoc_Pvalue","Mature - Young.log10P"
"1679","X5410_246.13_0.6_peak",5410,NA,NA,NA,NA,NA,NA,"X5410_246.13_0.6_peak","Mature - Young",0.750500335490719,1.12464910928116
"1680","X5411_344.7_0.4_peak",5411,NA,NA,NA,NA,NA,NA,"X5411_344.7_0.4_peak","Mature - Young",0.525246084394046,1.27963717648964
"1681","X542_552.4_6.1_peak",542,"Lysophosphatidylcholine(20:0)","CCCCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)O","InChI=1S/C28H58NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-28(31)34-25-27(30)26-36-37(32,33)35-24-23-29(2,3)4/h27,30H,5-26H2,1-4H3/p+1","Fatty acids","Glycerophospholipids",NA,"X542_552.4_6.1_peak","Mature - Young",0.566325337000457,1.2469340079067
"1682","X5421_347.19_0.6_peak",5421,NA,NA,NA,NA,NA,0.012,"X5421_347.19_0.6_peak","Mature - Young",0.0205224139630011,2.68777155636964
"1683","X5423_239.97_0.2_peak",5423,"Ambcb5238535","CN1C(=O)C2=C(C1=O)C=C(C=C2)Br","InChI=1S/C9H6BrNO2/c1-11-8(12)6-3-2-5(10)4-7(6)9(11)13/h2-4H,1H3","Alkaloids","Anthranilic acid alkaloids",NA,"X5423_239.97_0.2_peak","Mature - Young",0.312646960813712,1.5049457886633
"1684","X5425_269.11_0.5_peak",5425,"seryltyrosine","C1=CC(=CC=C1CC(C(=O)O)NC(=O)C(CO)N)O","InChI=1S/C12H16N2O5/c13-9(6-15)11(17)14-10(12(18)19)5-7-1-3-8(16)4-2-7/h1-4,9-10,15-16H,5-6,13H2,(H,14,17)(H,18,19)","Amino acids and Peptides","Small peptides",0.0075,"X5425_269.11_0.5_peak","Mature - Young",0.0243933854474051,2.61272792174058
"1685","X5427_348.18_0.6_peak",5427,"L-leucyl- L-threonyl- L-aspartic acid","CC(C)CC(C(=O)NC(C(C)O)C(=O)NC(CC(=O)O)C(=O)O)N","InChI=1S/C14H25N3O7/c1-6(2)4-8(15)12(21)17-11(7(3)18)13(22)16-9(14(23)24)5-10(19)20/h6-9,11,18H,4-5,15H2,1-3H3,(H,16,22)(H,17,21)(H,19,20)(H,23,24)","Amino acids and Peptides","Small peptides",0.023,"X5427_348.18_0.6_peak","Mature - Young",0.0259853694901424,2.58527110349422
"1686","X5428_785.78_2.6_peak",5428,NA,NA,NA,NA,NA,NA,"X5428_785.78_2.6_peak","Mature - Young",0.481377334064286,1.31751436259143
"1687","X5430_221.09_0.4_peak",5430,"Levothym","C1=CC2=C(C=C1O)C(=CN2)CC(C(=O)O)N","InChI=1S/C11H12N2O3/c12-9(11(15)16)3-6-5-13-10-2-1-7(14)4-8(6)10/h1-2,4-5,9,13-14H,3,12H2,(H,15,16)","Amino acids and Peptides","Small peptides",NA,"X5430_221.09_0.4_peak","Mature - Young",0.151705253341611,1.8189993799399
"1688","X544_458.25_3.8_peak",544,"null","CC1CC(CC(=O)C(C=CC=C(CC2=CC(=CC(=C2)O)NC(=O)CC(C(=C1)C)O)C)OC)O","InChI=1S/C26H35NO6/c1-16-6-5-7-25(33-4)24(31)14-21(28)10-17(2)8-18(3)23(30)15-26(32)27-20-11-19(9-16)12-22(29)13-20/h5-8,11-13,17,21,23,25,28-30H,9-10,14-15H2,1-4H3,(H,27,32)","Terpenoids","Sesquiterpenoids",NA,"X544_458.25_3.8_peak","Mature - Young",0.37107966550974,1.43053284354632
"1689","X5440_245.19_1.1_peak",5440,"isoleucylisoleucine","CCC(C)C(C(=O)NC(C(C)CC)C(=O)O)N","InChI=1S/C12H24N2O3/c1-5-7(3)9(13)11(15)14-10(12(16)17)8(4)6-2/h7-10H,5-6,13H2,1-4H3,(H,14,15)(H,16,17)","Amino acids and Peptides","Small peptides",NA,"X5440_245.19_1.1_peak","Mature - Young",0.342245336680357,1.46566246070394
"1690","X5444_293.19_1_peak",5444,"4-methyl-2-(3-phenylpropylcarbamoylamino)pentanoic Acid","CC(C)CC(C(=O)O)NC(=O)NCCCC1=CC=CC=C1","InChI=1S/C16H24N2O3/c1-12(2)11-14(15(19)20)18-16(21)17-10-6-9-13-7-4-3-5-8-13/h3-5,7-8,12,14H,6,9-11H2,1-2H3,(H,19,20)(H2,17,18,21)","Amino acids and Peptides","Small peptides",NA,"X5444_293.19_1_peak","Mature - Young",0.129523290498819,1.8876521309986
"1691","X5445_426.32_3.4_peak",5445,"[(E)-2-acetamido-3-acetyloxyoctadec-4-enyl] acetate","CCCCCCCCCCCCCC=CC(C(COC(=O)C)NC(=O)C)OC(=O)C","InChI=1S/C24H43NO5/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-24(30-22(4)28)23(25-20(2)26)19-29-21(3)27/h17-18,23-24H,5-16,19H2,1-4H3,(H,25,26)","Terpenoids","Steroids",NA,"X5445_426.32_3.4_peak","Mature - Young",0.350331057065858,1.45552136050003
"1692","X5446_225.1_0.4_peak",5446,"1-O-acetylhexitol","CC(=O)OCC(C(C(C(CO)O)O)O)O","InChI=1S/C8H16O7/c1-4(10)15-3-6(12)8(14)7(13)5(11)2-9/h5-9,11-14H,2-3H2,1H3","Carbohydrates","Saccharides",NA,"X5446_225.1_0.4_peak","Mature - Young",0.68082538138465,1.16696426198659
"1693","X5447_309.18_0.5_peak",5447,NA,NA,NA,NA,NA,NA,"X5447_309.18_0.5_peak","Mature - Young",0.16565720885719,1.78078966030253
"1694","X5448_263.05_0.4_peak",5448,"N-Acetyl-S-(N-allylthiocarbamoyl)cysteine","CC(=O)NC(CSC(=S)NCC=C)C(=O)O","InChI=1S/C9H14N2O3S2/c1-3-4-10-9(15)16-5-7(8(13)14)11-6(2)12/h3,7H,1,4-5H2,2H3,(H,10,15)(H,11,12)(H,13,14)","Amino acids and Peptides","Small peptides",NA,"X5448_263.05_0.4_peak","Mature - Young",0.919267679325817,1.03655800904157
"1695","X545_667.48_6.4_peak",545,NA,NA,NA,NA,NA,NA,"X545_667.48_6.4_peak","Mature - Young",0.0524079809778816,2.28060257120859
"1696","X5450_757.62_8.4_peak",5450,"N-(11Z-eicosenoyl)-sphing-4-enine-1-phosphocholine","CCCCCCCCCCCCCC=CC(C(COP(=O)(O)OCC[N+](C)(C)C)NC(=O)CCCCCCCCCC=CCCCCCCCC)O","InChI=1S/C43H85N2O6P/c1-6-8-10-12-14-16-18-20-21-22-23-25-27-29-31-33-35-37-43(47)44-41(40-51-52(48,49)50-39-38-45(3,4)5)42(46)36-34-32-30-28-26-24-19-17-15-13-11-9-7-2/h20-21,34,36,41-42,46H,6-19,22-33,35,37-40H2,1-5H3,(H-,44,47,48,49)/p+1","Fatty acids","Sphingolipids",NA,"X5450_757.62_8.4_peak","Mature - Young",0.797851600770204,1.09807787927578
"1697","X5453_245.15_0.6_peak",5453,NA,NA,NA,"Amino acids and Peptides","Small peptides",NA,"X5453_245.15_0.6_peak","Mature - Young",0.356758014918264,1.44762626125277
"1698","X5456_182.08_0.6_peak",5456,"tyrosine","C1=CC(=CC=C1CC(C(=O)O)N)O","InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)","Amino acids and Peptides","Small peptides",NA,"X5456_182.08_0.6_peak","Mature - Young",0.0634824855579282,2.19734607745972
"1699","X5459_388.95_0.6_peak",5459,"null","CC(=O)NCCCOC1=C(C=C(C=C1Br)CC#N)Br","InChI=1S/C13H14Br2N2O2/c1-9(18)17-5-2-6-19-13-11(14)7-10(3-4-16)8-12(13)15/h7-8H,2-3,5-6H2,1H3,(H,17,18)","Amino acids and Peptides","Small peptides",NA,"X5459_388.95_0.6_peak","Mature - Young",0.113132849692327,1.94641127333555
"1700","X5460_293.19_0.9_peak",5460,"4-Nitro-N-(3-propyl-2-hexyl)benzamide","CCCC(CCC)C(C)NC(=O)C1=CC=C(C=C1)[N+](=O)[O-]","InChI=1S/C16H24N2O3/c1-4-6-13(7-5-2)12(3)17-16(19)14-8-10-15(11-9-14)18(20)21/h8-13H,4-7H2,1-3H3,(H,17,19)","Alkaloids","Ornithine alkaloids",NA,"X5460_293.19_0.9_peak","Mature - Young",0.475503787086631,1.32284601983219
"1701","X5462_218.15_0.4_peak",5462,"L-Alanyl-L-lysine","CC(C(=O)NC(CCCCN)C(=O)O)N","InChI=1S/C9H19N3O3/c1-6(11)8(13)12-7(9(14)15)4-2-3-5-10/h6-7H,2-5,10-11H2,1H3,(H,12,13)(H,14,15)","Amino acids and Peptides","Small peptides",0.0135,"X5462_218.15_0.4_peak","Mature - Young",0.00513703255284577,3.28928768218758
"1702","X5465_309.18_0.7_peak",5465,NA,NA,NA,NA,NA,0.006,"X5465_309.18_0.7_peak","Mature - Young",0.0364761345333483,2.43799119117104
"1703","X547_520.31_4.9_peak",547,NA,NA,NA,NA,NA,NA,"X547_520.31_4.9_peak","Mature - Young",0.41120271515148,1.38594402637802
"1704","X5471_373.27_3.3_peak",5471,"3-Oxochol-4-en-24-oic acid","CC(CCC(=O)O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C","InChI=1S/C24H36O3/c1-15(4-9-22(26)27)19-7-8-20-18-6-5-16-14-17(25)10-12-23(16,2)21(18)11-13-24(19,20)3/h14-15,18-21H,4-13H2,1-3H3,(H,26,27)","Terpenoids","Steroids",NA,"X5471_373.27_3.3_peak","Mature - Young",0.29151003945101,1.535346483776
"1705","X5472_220.16_8.4_peak",5472,"2-(Isopropylamino)-1,5,6-trimethylimidazo(4,5-b)pyrazine","CC1=C(N=C2C(=N1)N=C(N2C)NC(C)C)C","InChI=1S/C11H17N5/c1-6(2)12-11-15-9-10(16(11)5)14-8(4)7(3)13-9/h6H,1-5H3,(H,12,13,15)","Alkaloids","Lysine alkaloids",NA,"X5472_220.16_8.4_peak","Mature - Young",0.29944628896823,1.52368106474911
"1706","X5473_410.19_0.8_peak",5473,"L-leucyl-L-alpha-aspartyl-L-tyrosine","CC(C)CC(C(=O)NC(CC(=O)O)C(=O)NC(CC1=CC=C(C=C1)O)C(=O)O)N","InChI=1S/C19H27N3O7/c1-10(2)7-13(20)17(26)21-14(9-16(24)25)18(27)22-15(19(28)29)8-11-3-5-12(23)6-4-11/h3-6,10,13-15,23H,7-9,20H2,1-2H3,(H,21,26)(H,22,27)(H,24,25)(H,28,29)","Amino acids and Peptides","Small peptides",0.0155,"X5473_410.19_0.8_peak","Mature - Young",0.013581721404655,2.86704518225257
"1707","X5476_259.17_8.4_peak",5476,"N,N-diethyl-4-[(2-methyl-1,2,4-triazol-3-yl)diazenyl]aniline","CCN(CC)C1=CC=C(C=C1)N=NC2=NC=NN2C","InChI=1S/C13H18N6/c1-4-19(5-2)12-8-6-11(7-9-12)16-17-13-14-10-15-18(13)3/h6-10H,4-5H2,1-3H3","Alkaloids","Pseudoalkaloids",NA,"X5476_259.17_8.4_peak","Mature - Young",0.444123876416895,1.35249587821708
"1708","X5478_370.21_0.5_peak",5478,"null","CC(C)(C)NC(=O)C1CCCN1C(C2=CC=C(C=C2)OC)C(=O)NC","InChI=1S/C19H29N3O3/c1-19(2,3)21-17(23)15-7-6-12-22(15)16(18(24)20-4)13-8-10-14(25-5)11-9-13/h8-11,15-16H,6-7,12H2,1-5H3,(H,20,24)(H,21,23)","Alkaloids","Small peptides",NA,"X5478_370.21_0.5_peak","Mature - Young",0.160074679448221,1.79567735918368
"1709","X548_542.32_3.8_peak",548,"null","CCCC1=C(C(=O)NC(=C1)C)CNC(=O)C2=C3C=NN(C3=CC(=C2)C4=CC(=NC=C4)N5CCN(CC5)C)C(C)C","InChI=1S/C31H39N7O2/c1-6-7-23-14-21(4)35-31(40)26(23)18-33-30(39)25-15-24(16-28-27(25)19-34-38(28)20(2)3)22-8-9-32-29(17-22)37-12-10-36(5)11-13-37/h8-9,14-17,19-20H,6-7,10-13,18H2,1-5H3,(H,33,39)(H,35,40)","Alkaloids","Tryptophan alkaloids",NA,"X548_542.32_3.8_peak","Mature - Young",0.725471895902194,1.13937940705947
"1710","X5481_409.22_0.6_peak",5481,"null","CC1=C(C(=NO1)C)NC(=O)NC2CCC(OC2CO)CCN3C=C(N=N3)COC","InChI=1S/C18H28N6O5/c1-11-17(12(2)29-22-11)20-18(26)19-15-5-4-14(28-16(15)9-25)6-7-24-8-13(10-27-3)21-23-24/h8,14-16,25H,4-7,9-10H2,1-3H3,(H2,19,20,26)","Amino acids and Peptides","Small peptides",0,"X5481_409.22_0.6_peak","Mature - Young",0.0277053928980544,2.55743568660687
"1711","X5484_223.11_0.7_peak",5484,"Phenylalanylglycine","C1=CC=C(C=C1)CC(C(=O)NCC(=O)O)N","InChI=1S/C11H14N2O3/c12-9(11(16)13-7-10(14)15)6-8-4-2-1-3-5-8/h1-5,9H,6-7,12H2,(H,13,16)(H,14,15)","Amino acids and Peptides","Small peptides",0,"X5484_223.11_0.7_peak","Mature - Young",0.0230906209368646,2.63656438818165
"1712","X5485_284.16_8.4_peak",5485,NA,NA,NA,NA,NA,NA,"X5485_284.16_8.4_peak","Mature - Young",0.447309647775153,1.34939173466811
"1713","X5486_518.42_7.2_peak",5486,NA,NA,NA,NA,NA,NA,"X5486_518.42_7.2_peak","Mature - Young",0.990146647173033,1.00430047879488
"1714","X5489_296.97_8.4_peak",5489,"5-(4-Bromophenyl)thiophene-2-carbohydrazide","C1=CC(=CC=C1C2=CC=C(S2)C(=O)NN)Br","InChI=1S/C11H9BrN2OS/c12-8-3-1-7(2-4-8)9-5-6-10(16-9)11(15)14-13/h1-6H,13H2,(H,14,15)","Alkaloids","Nicotinic acid alkaloids",NA,"X5489_296.97_8.4_peak","Mature - Young",0.29407314497333,1.53154463384864
"1715","X549_424.71_0.9_peak",549,NA,NA,NA,NA,NA,0.0075,"X549_424.71_0.9_peak","Mature - Young",0.0113828866948373,2.94374758709213
"1716","X5491_203.13_0.4_peak",5491,NA,NA,NA,NA,NA,NA,"X5491_203.13_0.4_peak","Mature - Young",0.262716151981981,1.58051322564938
"1717","X5492_352.18_0.6_peak",5492,NA,NA,NA,NA,NA,NA,"X5492_352.18_0.6_peak","Mature - Young",0.490069568436564,1.30974226478059
"1718","X5493_704.56_8.4_peak",5493,"1-hexadecyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine","CCCCCCCCCCCCCCCCOCC(COP(=O)(O)OCCN)OC(=O)CCCCCCCC=CCCCCCCCC","InChI=1S/C39H78NO7P/c1-3-5-7-9-11-13-15-17-19-20-22-24-26-28-30-32-39(41)47-38(37-46-48(42,43)45-35-33-40)36-44-34-31-29-27-25-23-21-18-16-14-12-10-8-6-4-2/h17,19,38H,3-16,18,20-37,40H2,1-2H3,(H,42,43)","Fatty acids","Glycerophospholipids",NA,"X5493_704.56_8.4_peak","Mature - Young",0.379809115444286,1.42043461637718
"1719","X5494_482.37_5.1_peak",5494,"Rhodopeptin C1","CCC(C)CCCCCCC1CC(=O)NCC(=O)NC(C(=O)NC(C(=O)N1)C(C)C)CCCN","InChI=1S/C25H47N5O4/c1-5-18(4)11-8-6-7-9-12-19-15-21(31)27-16-22(32)29-20(13-10-14-26)24(33)30-23(17(2)3)25(34)28-19/h17-20,23H,5-16,26H2,1-4H3,(H,27,31)(H,28,34)(H,29,32)(H,30,33)","Amino acids and Peptides","Fatty amides",NA,"X5494_482.37_5.1_peak","Mature - Young",0.155615944272643,1.80794590763633
"1720","X55_527.16_0.3_peak",55,"Erlose","C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3(C(C(C(O3)CO)O)O)CO)CO)O)O)O)O","InChI=1S/C18H32O16/c19-1-5-8(23)10(25)12(27)16(30-5)32-14-7(3-21)31-17(13(28)11(14)26)34-18(4-22)15(29)9(24)6(2-20)33-18/h5-17,19-29H,1-4H2","Carbohydrates","Saccharides",NA,"X55_527.16_0.3_peak","Mature - Young",0.154361767997843,1.81146025583717
"1721","X550_448.34_5.5_peak",550,NA,NA,NA,NA,NA,0.006,"X550_448.34_5.5_peak","Mature - Young",0.0466447021419556,2.33119767584401
"1722","X5500_399.2_2_peak",5500,"N-Benzyloxycarbonyl-val-phe methyl ester","CC(C)C(C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)OCC2=CC=CC=C2","InChI=1S/C22H26N2O5/c1-15(2)19(24-22(28)29-14-17-11-7-4-8-12-17)20(25)23-18(21(26)27)13-16-9-5-3-6-10-16/h3-12,15,18-19H,13-14H2,1-2H3,(H,23,25)(H,24,28)(H,26,27)","Amino acids and Peptides","Small peptides",NA,"X5500_399.2_2_peak","Mature - Young",0.79198361993425,1.10128380053896
"1723","X5501_295.19_4_peak",5501,"gingerol","CCCCCC(CC(=O)CCC1=CC(=C(C=C1)O)OC)O","InChI=1S/C17H26O4/c1-3-4-5-6-14(18)12-15(19)9-7-13-8-10-16(20)17(11-13)21-2/h8,10-11,14,18,20H,3-7,9,12H2,1-2H3","Polyketides","Meroterpenoids",NA,"X5501_295.19_4_peak","Mature - Young",0.159206673087321,1.79803873292835
"1724","X5508_344.88_8.5_peak",5508,NA,NA,NA,NA,NA,NA,"X5508_344.88_8.5_peak","Mature - Young",0.514348678793523,1.28874237139936
"1725","X5511_224.24_2.3_peak",5511,"Myristyl Cyanide","CCCCCCCCCCCCCCC#N","InChI=1S/C15H29N/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16/h2-14H2,1H3","Alkaloids","Lysine alkaloids",0.0075,"X5511_224.24_2.3_peak","Mature - Young",0.0399725178567316,2.39823849480107
"1726","X5516_362.19_0.6_peak",5516,"null","CC(C)C(CN)C(=O)NC(C(C)C)C(=O)NC(C(C(=O)O)O)C(=O)O","InChI=1S/C15H27N3O7/c1-6(2)8(5-16)12(20)17-9(7(3)4)13(21)18-10(14(22)23)11(19)15(24)25/h6-11,19H,5,16H2,1-4H3,(H,17,20)(H,18,21)(H,22,23)(H,24,25)","Amino acids and Peptides","Small peptides",0.008,"X5516_362.19_0.6_peak","Mature - Young",0.018439369937607,2.73425392261511
"1727","X552_497.79_1.3_peak",552,NA,NA,NA,"Alkaloids","Small peptides",NA,"X552_497.79_1.3_peak","Mature - Young",0.649527872832021,1.18740220755106
"1728","X5520_318.18_1.4_peak",5520,"isoleucyltryptophan","CCC(C)C(C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)O)N","InChI=1S/C17H23N3O3/c1-3-10(2)15(18)16(21)20-14(17(22)23)8-11-9-19-13-7-5-4-6-12(11)13/h4-7,9-10,14-15,19H,3,8,18H2,1-2H3,(H,20,21)(H,22,23)","Amino acids and Peptides","Small peptides",NA,"X5520_318.18_1.4_peak","Mature - Young",0.157253601283484,1.80339939993906
"1729","X5523_307.2_1_peak",5523,"Roxit (TN)","C1CCN(CC1)CC2=CC(=CC=C2)OCCCNC(=O)CO","InChI=1S/C17H26N2O3/c20-14-17(21)18-8-5-11-22-16-7-4-6-15(12-16)13-19-9-2-1-3-10-19/h4,6-7,12,20H,1-3,5,8-11,13-14H2,(H,18,21)","Alkaloids","Pseudoalkaloids",NA,"X5523_307.2_1_peak","Mature - Young",0.508673412594354,1.29356096153381
"1730","X5525_198.19_3.8_peak",5525,"N-Octylpyrrolidone","CCCCCCCCN1CCCC1=O","InChI=1S/C12H23NO/c1-2-3-4-5-6-7-10-13-11-8-9-12(13)14/h2-11H2,1H3","Alkaloids","Ornithine alkaloids",NA,"X5525_198.19_3.8_peak","Mature - Young",0.0850482028995492,2.07033485875988
"1731","X553_330.24_1.2_peak",553,"null","CC(C)CC(C(=O)NC(CC(C)C)C(=O)NC(C=O)C(C)O)N","InChI=1S/C16H31N3O4/c1-9(2)6-12(17)15(22)18-13(7-10(3)4)16(23)19-14(8-20)11(5)21/h8-14,21H,6-7,17H2,1-5H3,(H,18,22)(H,19,23)","Amino acids and Peptides","Small peptides",NA,"X553_330.24_1.2_peak","Mature - Young",0.0718537747999056,2.14355041150043
"1732","X5530_250.04_0.6_peak",5530,"S-(3-nitrooxy-2,3,3a,5,6,6a-hexahydrofuro[3,2-b]furan-6-yl) ethanethioate","CC(=O)SC1COC2C1OCC2O[N+](=O)[O-]","InChI=1S/C8H11NO6S/c1-4(10)16-6-3-14-7-5(15-9(11)12)2-13-8(6)7/h5-8H,2-3H2,1H3","Amino acids and Peptides","Small peptides",0,"X5530_250.04_0.6_peak","Mature - Young",0.0459598545069642,2.337621354808
"1733","X5531_475.75_0.9_peak",5531,NA,NA,NA,NA,NA,NA,"X5531_475.75_0.9_peak","Mature - Young",0.952162109892871,1.02128910472651
"1734","X5533_492.78_0.7_peak",5533,NA,NA,NA,NA,NA,NA,"X5533_492.78_0.7_peak","Mature - Young",0.921859427761022,1.03533529847146
"1735","X5538_371.17_1.7_peak",5538,"benzyl N-[(benzyloxy)carbonyl]glycyl-N-methylglycinate","CN(CC(=O)OCC1=CC=CC=C1)C(=O)CNC(=O)OCC2=CC=CC=C2","InChI=1S/C20H22N2O5/c1-22(13-19(24)26-14-16-8-4-2-5-9-16)18(23)12-21-20(25)27-15-17-10-6-3-7-11-17/h2-11H,12-15H2,1H3,(H,21,25)","Amino acids and Peptides","Small peptides",NA,"X5538_371.17_1.7_peak","Mature - Young",0.722358405725016,1.14124726917873
"1736","X554_523.32_6.5_peak",554,"[(2S,3R,5R,9R,10R,13R,14S,17S)-3,14-dihydroxy-10,13-dimethyl-6-oxo-17-[(2R)-2,3,6-trihydroxy-6-methylheptan-2-yl]-2,3,4,5,9,11,12,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-2-yl] acetate","CC(=O)OC1CC2(C3CCC4(C(CCC4(C3=CC(=O)C2CC1O)O)C(C)(C(CCC(C)(C)O)O)O)C)C","InChI=1S/C29H46O8/c1-16(30)37-22-15-26(4)17-7-11-27(5)23(28(6,35)24(33)9-10-25(2,3)34)8-12-29(27,36)18(17)13-20(31)19(26)14-21(22)32/h13,17,19,21-24,32-36H,7-12,14-15H2,1-6H3","Terpenoids","Steroids",NA,"X554_523.32_6.5_peak","Mature - Young",0.529706592637285,1.27596462187623
"1737","X5541_346.2_1.2_peak",5541,"Leucyl-aspartyl-valine","CC(C)CC(C(=O)NC(CC(=O)O)C(=O)NC(C(C)C)C(=O)O)N","InChI=1S/C15H27N3O6/c1-7(2)5-9(16)13(21)17-10(6-11(19)20)14(22)18-12(8(3)4)15(23)24/h7-10,12H,5-6,16H2,1-4H3,(H,17,21)(H,18,22)(H,19,20)(H,23,24)","Amino acids and Peptides","Small peptides",NA,"X5541_346.2_1.2_peak","Mature - Young",0.871661871611674,1.05965195058519
"1738","X555_247.6_3.8_peak",555,NA,NA,NA,NA,NA,NA,"X555_247.6_3.8_peak","Mature - Young",0.207495916114325,1.68299044654932
"1739","X5551_385.18_1.8_peak",5551,"(N-(1-Carboxy-2-phenyl)ethyl)phenylalanyl-B-alanine","C1=CC=C(C=C1)CC(C(=O)NCCC(=O)O)NC(CC2=CC=CC=C2)C(=O)O","InChI=1S/C21H24N2O5/c24-19(25)11-12-22-20(26)17(13-15-7-3-1-4-8-15)23-18(21(27)28)14-16-9-5-2-6-10-16/h1-10,17-18,23H,11-14H2,(H,22,26)(H,24,25)(H,27,28)","Amino acids and Peptides","Small peptides",NA,"X5551_385.18_1.8_peak","Mature - Young",0.688658794387052,1.16199590206724
"1740","X5557_307.17_1.5_peak",5557,"null","CCCCC(C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC=O","InChI=1S/C16H22N2O4/c1-2-3-9-13(17-11-19)15(20)18-14(16(21)22)10-12-7-5-4-6-8-12/h4-8,11,13-14H,2-3,9-10H2,1H3,(H,17,19)(H,18,20)(H,21,22)","Amino acids and Peptides","Small peptides",NA,"X5557_307.17_1.5_peak","Mature - Young",0.355917683749582,1.44865043356381
"1741","X5558_763.17_2.6_peak",5558,"null","COC1=CC(=CC(=C1O)OC)C2=C(C=C3C(=CC(=CC3=[O+]2)O)OC4C(C(C(C(O4)COC(=O)CC(=O)O)O)O)O)OC5C(C(C(C(O5)CO)O)O)O","InChI=1S/C32H36O20/c1-45-16-3-11(4-17(46-2)23(16)38)30-18(50-32-28(43)26(41)24(39)19(9-33)51-32)7-13-14(48-30)5-12(34)6-15(13)49-31-29(44)27(42)25(40)20(52-31)10-47-22(37)8-21(35)36/h3-7,19-20,24-29,31-33,39-44H,8-10H2,1-2H3,(H2-,34,35,36,38)/p+1","Shikimates and Phenylpropanoids","Flavonoids",NA,"X5558_763.17_2.6_peak","Mature - Young",0.90471372353561,1.04348882185244
"1742","X556_528.81_1.5_peak",556,NA,NA,NA,NA,NA,NA,"X556_528.81_1.5_peak","Mature - Young",0.437691001269628,1.35883238219456
"1743","X5560_355.26_3.4_peak",5560,"4,4''-Dodecylidenebisphenol","CCCCCCCCCCCC(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O","InChI=1S/C24H34O2/c1-2-3-4-5-6-7-8-9-10-11-24(20-12-16-22(25)17-13-20)21-14-18-23(26)19-15-21/h12-19,24-26H,2-11H2,1H3","Terpenoids","Steroids",NA,"X5560_355.26_3.4_peak","Mature - Young",0.259239066052796,1.58629955182638
"1744","X5564_243.51_0.7_peak",5564,NA,NA,NA,NA,NA,NA,"X5564_243.51_0.7_peak","Mature - Young",0.572596518728507,1.24215129672936
"1745","X5565_228.2_3_peak",5565,"Undecylenamide MEA","C=CCCCCCCCCC(=O)NCCO","InChI=1S/C13H25NO2/c1-2-3-4-5-6-7-8-9-10-13(16)14-11-12-15/h2,15H,1,3-12H2,(H,14,16)","Fatty acids","Fatty Acids and Conjugates",NA,"X5565_228.2_3_peak","Mature - Young",0.633577293321826,1.19820039575212
"1746","X5569_364.76_0.7_peak",5569,NA,NA,NA,NA,NA,NA,"X5569_364.76_0.7_peak","Mature - Young",0.543136979949182,1.26509062688676
"1747","X5575_317.17_4_peak",5575,NA,NA,NA,NA,NA,NA,"X5575_317.17_4_peak","Mature - Young",0.230234739311864,1.63782914659167
"1748","X5577_371.76_8.4_peak",5577,NA,NA,NA,NA,NA,NA,"X5577_371.76_8.4_peak","Mature - Young",0.484744821794299,1.31448682150284
"1749","X5579_762.97_2.6_peak",5579,NA,NA,NA,NA,NA,NA,"X5579_762.97_2.6_peak","Mature - Young",0.847544325587834,1.07183757943189
"1750","X558_330.2_0.6_peak",558,"N''-undecylpyridine-4-carbohydrazide","CCCCCCCCCCCNNC(=O)C1=CC=NC=C1","InChI=1S/C17H29N3O/c1-2-3-4-5-6-7-8-9-10-13-19-20-17(21)16-11-14-18-15-12-16/h11-12,14-15,19H,2-10,13H2,1H3,(H,20,21)","Alkaloids","Lysine alkaloids",NA,"X558_330.2_0.6_peak","Mature - Young",0.282431654460638,1.54908662990365
"1751","X5587_600.45_6.5_peak",5587,NA,NA,NA,NA,NA,NA,"X5587_600.45_6.5_peak","Mature - Young",0.469856690439237,1.32803458470699
"1752","X559_511.26_0.7_peak",559,"methyl (2S)-2-[[(2R)-1-acetyl-4-[4-(dimethylamino)benzoyl]piperazine-2-carbonyl]amino]-3-(4-methoxyphenyl)propanoate","CC(=O)N1CCN(CC1C(=O)NC(CC2=CC=C(C=C2)OC)C(=O)OC)C(=O)C3=CC=C(C=C3)N(C)C","InChI=1S/C27H34N4O6/c1-18(32)31-15-14-30(26(34)20-8-10-21(11-9-20)29(2)3)17-24(31)25(33)28-23(27(35)37-5)16-19-6-12-22(36-4)13-7-19/h6-13,23-24H,14-17H2,1-5H3,(H,28,33)","Amino acids and Peptides","Small peptides",NA,"X559_511.26_0.7_peak","Mature - Young",0.74398662271571,1.12843487323501
