"smiles_sirius","InChIkey2D_sirius","rank_sirius","formulaRank_sirius","#adducts_sirius","#predictedFPs_sirius","ConfidenceScore_sirius","CSI:FingerIDScore_sirius","ZodiacScore_sirius","SiriusScore_sirius","molecularFormula_sirius","adduct_sirius","InChI_sirius","name_sirius","xlogp_sirius","pubchemids_sirius","links_sirius","dbflags_sirius","ionMass_sirius","retentionTimeInSeconds_sirius","id_sirius","feature_id","chebiid.x","chebiasciiname.x","searchscore.x","entitystar.x","chebiid.y","chebiasciiname.y","searchscore.y","entitystar.y"
"CC(C)(CO)C(C(=O)NCCC(=O)O)O","GHOKWGTUZJEAQD",24,1,1,1,"0.9678464602392928",-2.61844848163325,1,105.73713867675,"C9H17NO5","[M + H]+","InChI=1S/C9H17NO5/c1-9(2,5-11)7(14)8(15)10-4-3-6(12)13/h7,11,14H,3-5H2,1-2H3,(H,10,15)(H,12,13)","vitamin B5",-1.10000002,"988;6613;167945;5748353;5191579;6997253;57074123;71310749;90479988;101257666;133686971","HMDB:(210);PubChem class - food;SuperNatural:(SN00159658 SN00024327 SN00251994);ZINC bio:(ZINC05356858 ZINC18279942 ZINC19203125);additional;HSDB:(79-83-4);MeSH:(6613);Plantcyc:(PANTOTHENATE);PubMed;NORMAN:(NS00013937);COCONUT:(CNP0086464 CNP0153142);KNApSAcK:(1550);Natural Products:(UNPD178642 UNPD29488 UNPD209188);PubChem:(988 6613 167945 5748353 5191579 6997253 57074123 71310749 90479988 101257666 133686971);CHEBI:(29032 46905 7916 16454);PubChem class - bio and metabolites;KEGG:(C00864);PubChem class - safety and toxic;YMDB:(203);Training Set;PubChem class - drug;Biocyc:(CPD3DJ-34313 PANTOTHENATE SMA-0000145)",255847294,220.118049621582,106.618836,"803_mapp_batch_00026_sirius_3294",3294,"CHEBI:7916","pantothenic acid","0.06","3","CHEBI:7916","pantothenic acid","2.43","3"
"CC(C)(CO)C(C(=O)NCCC(=O)O)O","GHOKWGTUZJEAQD",50,1,1,1,"0.9325548596688138",-14.1853351576455,1,8.69322974758792,"C9H17NO5","[M + Na]+","InChI=1S/C9H17NO5/c1-9(2,5-11)7(14)8(15)10-4-3-6(12)13/h7,11,14H,3-5H2,1-2H3,(H,10,15)(H,12,13)","vitamin B5",-1.10000002,"988;6613;167945;5748353;5191579;6997253;57074123;71310749;90479988;101257666;133686971","HMDB:(210);PubChem class - food;SuperNatural:(SN00159658 SN00024327 SN00251994);ZINC bio:(ZINC05356858 ZINC18279942 ZINC19203125);additional;HSDB:(79-83-4);MeSH:(6613);Plantcyc:(PANTOTHENATE);PubMed;NORMAN:(NS00013937);COCONUT:(CNP0086464 CNP0153142);KNApSAcK:(1550);Natural Products:(UNPD178642 UNPD29488 UNPD209188);PubChem:(988 6613 167945 5748353 5191579 6997253 57074123 71310749 90479988 101257666 133686971);CHEBI:(29032 46905 7916 16454);PubChem class - bio and metabolites;KEGG:(C00864);PubChem class - safety and toxic;YMDB:(203);Training Set;PubChem class - drug;Biocyc:(CPD3DJ-34313 PANTOTHENATE SMA-0000145)",255847294,242.09992980957,104.555106,"1409_mapp_batch_00026_sirius_1742",1742,"CHEBI:7916","pantothenic acid","0.06","3","CHEBI:7916","pantothenic acid","2.43","3"
"CC(C)(CO)C(C(=O)NCCC(=O)O)O","GHOKWGTUZJEAQD",51,1,1,1,"0.9310029236494668",-14.340046524225,1,8.25945729573433,"C9H17NO5","[M + Na]+","InChI=1S/C9H17NO5/c1-9(2,5-11)7(14)8(15)10-4-3-6(12)13/h7,11,14H,3-5H2,1-2H3,(H,10,15)(H,12,13)","vitamin B5",-1.10000002,"988;6613;167945;5748353;5191579;6997253;57074123;71310749;90479988;101257666;133686971","HMDB:(210);PubChem class - food;SuperNatural:(SN00159658 SN00024327 SN00251994);ZINC bio:(ZINC05356858 ZINC18279942 ZINC19203125);additional;HSDB:(79-83-4);MeSH:(6613);Plantcyc:(PANTOTHENATE);PubMed;NORMAN:(NS00013937);COCONUT:(CNP0086464 CNP0153142);KNApSAcK:(1550);Natural Products:(UNPD178642 UNPD29488 UNPD209188);PubChem:(988 6613 167945 5748353 5191579 6997253 57074123 71310749 90479988 101257666 133686971);CHEBI:(29032 46905 7916 16454);PubChem class - bio and metabolites;KEGG:(C00864);PubChem class - safety and toxic;YMDB:(203);Training Set;PubChem class - drug;Biocyc:(CPD3DJ-34313 PANTOTHENATE SMA-0000145)",255847294,242.09992980957,116.683524,"84_mapp_batch_00026_sirius_766",766,"CHEBI:7916","pantothenic acid","0.06","3","CHEBI:7916","pantothenic acid","2.43","3"
"CC(C)(CO)C(C(=O)NCCC(=O)O)O","GHOKWGTUZJEAQD",27,1,1,1,"0.9667656407084815",-2.78074289100705,1,111.150898137621,"C9H17NO5","[M + H]+","InChI=1S/C9H17NO5/c1-9(2,5-11)7(14)8(15)10-4-3-6(12)13/h7,11,14H,3-5H2,1-2H3,(H,10,15)(H,12,13)","vitamin B5",-1.10000002,"988;6613;167945;5748353;5191579;6997253;57074123;71310749;90479988;101257666;133686971","HMDB:(210);PubChem class - food;SuperNatural:(SN00159658 SN00024327 SN00251994);ZINC bio:(ZINC05356858 ZINC18279942 ZINC19203125);additional;HSDB:(79-83-4);MeSH:(6613);Plantcyc:(PANTOTHENATE);PubMed;NORMAN:(NS00013937);COCONUT:(CNP0086464 CNP0153142);KNApSAcK:(1550);Natural Products:(UNPD178642 UNPD29488 UNPD209188);PubChem:(988 6613 167945 5748353 5191579 6997253 57074123 71310749 90479988 101257666 133686971);CHEBI:(29032 46905 7916 16454);PubChem class - bio and metabolites;KEGG:(C00864);PubChem class - safety and toxic;YMDB:(203);Training Set;PubChem class - drug;Biocyc:(CPD3DJ-34313 PANTOTHENATE SMA-0000145)",255847294,220.118118286133,95.615286,"1167_mapp_batch_00026_sirius_1579",1579,"CHEBI:7916","pantothenic acid","0.06","3","CHEBI:7916","pantothenic acid","2.43","3"
"CC(C)(CO)C(C(=O)NCCC(CO)O)O","RDQFDLUMOCOKPX",1131,1,1,1,"0.08672063725280416",-241.011301038133,1,36.473427136514,"C10H21NO5","[M + K]+","InChI=1S/C10H21NO5/c1-10(2,6-13)8(15)9(16)11-4-3-7(14)5-12/h7-8,12-15H,3-6H2,1-2H3,(H,11,16)","(2r)-N-(4-Chloro-3-Oxobutyl)-2,4-Dihydroxy-3,3-Dimethylbutanamide",-1.5,"57339421","PubChem:(57339421);PubChem class - bio and metabolites",16777218,274.105316162109,449.645094,"538_mapp_batch_00026_sirius_3526",3526,NA,NA,NA,NA,NA,NA,NA,NA
"CC(C)(CO)C(C(=O)NCCC(CO)O)O","RDQFDLUMOCOKPX",1085,1,1,1,"0.10752836082463688",-191.954688681238,1,40.404688584586,"C10H21NO5","[M + H]+","InChI=1S/C10H21NO5/c1-10(2,6-13)8(15)9(16)11-4-3-7(14)5-12/h7-8,12-15H,3-6H2,1-2H3,(H,11,16)","(2r)-N-(4-Chloro-3-Oxobutyl)-2,4-Dihydroxy-3,3-Dimethylbutanamide",-1.5,"57339421","PubChem:(57339421);PubChem class - bio and metabolites",16777218,236.149398803711,297.363474,"133_mapp_batch_00026_sirius_2408",2408,NA,NA,NA,NA,NA,NA,NA,NA
"CC(C)(CO)C(C(=O)NCCCO)O","SNPLKNRPJHDVJA",32,1,1,1,"0.958305459460375",-5.48453413184476,1,65.0370269126441,"C9H19NO4","[M + H]+","InChI=1S/C9H19NO4/c1-9(2,6-12)7(13)8(14)10-4-3-5-11/h7,11-13H,3-6H2,1-2H3,(H,10,14)","Bepantol",-0.899999976,"4678;131204;5748487;54315096","HMDB:(4231);PubChem class - food;SuperNatural:(SN00216330 SN00002077 SN00002298);ZINC bio:(ZINC01530303 ZINC01567243);additional;HSDB:(81-13-0);MeSH:(4678 131204);PubMed;NORMAN:(NS00000985);COCONUT:(CNP0144183);PubChem:(4678 131204 5748487 54315096);CHEBI:(27373);PubChem class - bio and metabolites;KEGG:(C05944);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(PANTOTHENOL)",255617902,206.13883972168,70.57773,"559_mapp_batch_00026_sirius_548",548,"CHEBI:27373","pantothenol","0.07","3",NA,NA,NA,NA
"CC(C)(CO)C(C(=O)NCCCO)O","SNPLKNRPJHDVJA",1054,1,1,1,"0.12163668817151511",-145.526317689768,1,98.0535622047935,"C9H19NO4","[M + H]+","InChI=1S/C9H19NO4/c1-9(2,6-12)7(13)8(14)10-4-3-5-11/h7,11-13H,3-6H2,1-2H3,(H,10,14)","Bepantol",-0.899999976,"4678;131204;5748487;54315096","HMDB:(4231);PubChem class - food;SuperNatural:(SN00216330 SN00002077 SN00002298);ZINC bio:(ZINC01530303 ZINC01567243);additional;HSDB:(81-13-0);MeSH:(4678 131204);PubMed;NORMAN:(NS00000985);COCONUT:(CNP0144183);PubChem:(4678 131204 5748487 54315096);CHEBI:(27373);PubChem class - bio and metabolites;KEGG:(C05944);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(PANTOTHENOL)",255617902,206.13875579834,49.7013978,"845_mapp_batch_00026_sirius_347",347,"CHEBI:27373","pantothenol","0.07","3",NA,NA,NA,NA
"CC(C)(CO)C(C(=O)NCCCO)O","SNPLKNRPJHDVJA",1208,1,1,1,"0.060568241582469894",-197.900841805905,1,103.407159170755,"C9H19NO4","[M + H]+","InChI=1S/C9H19NO4/c1-9(2,6-12)7(13)8(14)10-4-3-5-11/h7,11-13H,3-6H2,1-2H3,(H,10,14)","Bepantol",-0.899999976,"4678;131204;5748487;54315096","HMDB:(4231);PubChem class - food;SuperNatural:(SN00216330 SN00002077 SN00002298);ZINC bio:(ZINC01530303 ZINC01567243);additional;HSDB:(81-13-0);MeSH:(4678 131204);PubMed;NORMAN:(NS00000985);COCONUT:(CNP0144183);PubChem:(4678 131204 5748487 54315096);CHEBI:(27373);PubChem class - bio and metabolites;KEGG:(C05944);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(PANTOTHENOL)",255617902,206.138870239258,214.564848,"1054_mapp_batch_00026_sirius_1695",1695,"CHEBI:27373","pantothenol","0.07","3",NA,NA,NA,NA
"CC(C)(CO)C(C(=O)NCCCO)O","SNPLKNRPJHDVJA",1132,1,1,1,"0.08643354258337158",-181.402117103449,1,82.0370334538261,"C9H19NO4","[M + H]+","InChI=1S/C9H19NO4/c1-9(2,6-12)7(13)8(14)10-4-3-5-11/h7,11-13H,3-6H2,1-2H3,(H,10,14)","Bepantol",-0.899999976,"4678;131204;5748487;54315096","HMDB:(4231);PubChem class - food;SuperNatural:(SN00216330 SN00002077 SN00002298);ZINC bio:(ZINC01530303 ZINC01567243);additional;HSDB:(81-13-0);MeSH:(4678 131204);PubMed;NORMAN:(NS00000985);COCONUT:(CNP0144183);PubChem:(4678 131204 5748487 54315096);CHEBI:(27373);PubChem class - bio and metabolites;KEGG:(C05944);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(PANTOTHENOL)",255617902,206.13883972168,206.000034,"1104_mapp_batch_00026_sirius_1648",1648,"CHEBI:27373","pantothenol","0.07","3",NA,NA,NA,NA
"CC(C)(CO)C(C(=O)NCCCO)O","SNPLKNRPJHDVJA",35,1,1,1,"0.9537065532701",-7.32146209771339,1,70.0170835839148,"C9H19NO4","[M + H]+","InChI=1S/C9H19NO4/c1-9(2,6-12)7(13)8(14)10-4-3-5-11/h7,11-13H,3-6H2,1-2H3,(H,10,14)","Bepantol",-0.899999976,"4678;131204;5748487;54315096","HMDB:(4231);PubChem class - food;SuperNatural:(SN00216330 SN00002077 SN00002298);ZINC bio:(ZINC01530303 ZINC01567243);additional;HSDB:(81-13-0);MeSH:(4678 131204);PubMed;NORMAN:(NS00000985);COCONUT:(CNP0144183);PubChem:(4678 131204 5748487 54315096);CHEBI:(27373);PubChem class - bio and metabolites;KEGG:(C05944);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(PANTOTHENOL)",255617902,206.13883972168,60.05193,"657_mapp_batch_00026_sirius_332",332,"CHEBI:27373","pantothenol","0.07","3",NA,NA,NA,NA
"CC(C)(CO)N(OCCCO)OCCCO","RIGDKRZCOJRNHF",899,1,1,1,"0.1842565821256441",-195.046850510703,1,42.9949695781943,"C10H23NO5","[M + H]+","InChI=1S/C10H23NO5/c1-10(2,9-14)11(15-7-3-5-12)16-8-4-6-13/h12-14H,3-9H2,1-2H3","2-(Bis(2-hydroxymethylethoxy)amino)-2-methylpropan-1-ol",-0.400000006,"21119039","PubChem:(21119039);NORMAN:(NS00065969)",262146,238.164077758789,36.208878,"1099_mapp_batch_00026_sirius_306",306,NA,NA,NA,NA,NA,NA,NA,NA
"CC(C)C(=O)N1CCN(CC1)C(=O)C(C)C","RHJOHGKHWICERH",1043,1,1,1,"0.12682307121109285",-166.115682428722,1,62.6748446254659,"C12H22N2O2","[M + H]+","InChI=1S/C12H22N2O2/c1-9(2)11(15)13-5-7-14(8-6-13)12(16)10(3)4/h9-10H,5-8H2,1-4H3","1,4-Diisobutyrylpiperazine",1.10000002,"205897","PubChem:(205897);PubChem class - safety and toxic",67108866,227.175346374512,119.19588,"952_mapp_batch_00026_sirius_3299",3299,NA,NA,NA,NA,NA,NA,NA,NA
"CC(C)C(=O)N1CCN(CC1)C(=O)C(C)C","RHJOHGKHWICERH",1046,1,1,1,"0.12566347326181204",-166.140649076612,1,62.675430577677,"C12H22N2O2","[M + H]+","InChI=1S/C12H22N2O2/c1-9(2)11(15)13-5-7-14(8-6-13)12(16)10(3)4/h9-10H,5-8H2,1-4H3","1,4-Diisobutyrylpiperazine",1.10000002,"205897","PubChem:(205897);PubChem class - safety and toxic",67108866,227.175338745117,119.19588,"1053_mapp_batch_00026_sirius_2815",2815,NA,NA,NA,NA,NA,NA,NA,NA
"CC(C)C(=O)NCC(=O)NCC(=O)O","HZXKIWTUQWWSDX",419,1,1,1,"0.41910763772100834",-76.575536431143,1,82.3968577004835,"C8H14N2O4","[M + H]+","InChI=1S/C8H14N2O4/c1-5(2)8(14)10-3-6(11)9-4-7(12)13/h5H,3-4H2,1-2H3,(H,9,11)(H,10,14)(H,12,13)","N-(2-methylpropanoyl)glycylglycine",-0.5,"3150941;7009533","PubChem:(3150941 7009533);COCONUT:(CNP0118432)",2097154,203.102767944336,223.142586,"1389_mapp_batch_00026_sirius_2304",2304,NA,NA,NA,NA,NA,NA,NA,NA
"CC(C)C(=O)OC(=O)C(C)C","LSACYLWPPQLVSM",828,1,1,1,"0.21338833750862948",-89.8047379819539,1,57.9187931949235,"C8H14O3","[M + K]+","InChI=1S/C8H14O3/c1-5(2)7(9)11-8(10)6(3)4/h5-6H,1-4H3","Isobutyric anhydride",2,"7346","NORMAN:(NS00008587);COCONUT:(CNP0300991);HMDB:(62788);Natural Products:(UNPD48344);PubChem:(7346);SuperNatural:(SN00379839);CHEBI:(84261);HSDB:(97-72-3);PubChem class - safety and toxic;PubMed",70550122,197.057540893555,87.570258,"155_mapp_batch_00026_sirius_2987",2987,"CHEBI:84261","isobutyric acid anhydride","0.07","3","CHEBI:84261","isobutyric acid anhydride","3.06","3"
"CC(C)C(C(=O)N1CCCC1C(=O)O)N","GIAZPLMMQOERPN",397,1,1,1,"0.4343668261973138",-86.9572541349802,1,48.3926783179164,"C10H18N2O3","[M + H]+","InChI=1S/C10H18N2O3/c1-6(2)8(11)9(13)12-5-3-4-7(12)10(14)15/h6-8H,3-5,11H2,1-2H3,(H,14,15)","Valylproline",-0.0725809038,"5003412;7408334;7408335;9837272;12919066;11902930;40520347;40520349;44369145;53839468;78923219;79012637","NORMAN:(NS00014986);HMDB:(29135);PubChem:(5003412 7408334 7408335 9837272 12919066 11902930 40520347 40520349 44369145 53839468 78923219 79012637);CHEBI:(73701);ZINC bio:(ZINC04899618);additional;PubChem class - bio and metabolites;Training Set;PubMed",17588330,215.139190673828,295.22574,"391_mapp_batch_00026_sirius_2471",2471,"CHEBI:73701","Val-Pro","0.06","3","CHEBI:173611","Valyl-Proline","2.45","2"
"CC(C)C(C(=O)NC(C(C)C)C(=O)O)N","KRNYOVHEKOBTEF",184,1,1,1,"0.7037055030089842",-80.0426434470379,1,72.8695116317506,"C10H20N2O3","[M + H]+","InChI=1S/C10H20N2O3/c1-5(2)7(11)9(13)12-8(6(3)4)10(14)15/h5-8H,11H2,1-4H3,(H,12,13)(H,14,15)","Valylvaline",0.171027035,"107475;409682;4280382;6427011;6997292;6997289;6997290;6997291;6997293;6997294;61157157;61172248;79009906;79012985;129639406;129643457","HMDB:(29140);SuperNatural:(SN00051447);ZINC bio:(ZINC01848346);additional;MeSH:(107475 409682);PubMed;COCONUT:(CNP0082603);PubChem:(107475 409682 4280382 6427011 6997292 6997289 6997290 6997291 6997293 6997294 61157157 61172248 79009906 79012985 129639406 129643457);CHEBI:(73704);PubChem class - bio and metabolites;Training Set;PubChem class - drug",54026350,217.154754638672,272.759568,"1001_mapp_batch_00026_sirius_733",733,"CHEBI:73704","Val-Val","0.05","3","CHEBI:176461","Valyl-Valine","2.45","2"
"CC(C)C(C(=O)NC(CCC(=O)N)C(=O)NC(C(C)C)C(=O)NCC(=O)O)N","VQHPHAJHXVNLSR",1146,1,1,1,"0.08027286038510777",-412.627566432548,1,61.1545298604067,"C17H31N5O6","[M + H]+","InChI=1S/C17H31N5O6/c1-8(2)13(19)16(27)21-10(5-6-11(18)23)15(26)22-14(9(3)4)17(28)20-7-12(24)25/h8-10,13-14H,5-7,19H2,1-4H3,(H2,18,23)(H,20,28)(H,21,27)(H,22,26)(H,24,25)","2-[[2-[[5-amino-2-[(2-amino-3-methylbutanoyl)amino]-5-oxopentanoyl]amino]-3-methylbutanoyl]amino]acetic acid",-1.68786609,"20049640;132992910","PubChem:(20049640 132992910);PubChem class - bio and metabolites",16777218,402.233306884766,62.163288,"1219_mapp_batch_00026_sirius_2264",2264,NA,NA,NA,NA,NA,NA,NA,NA
"CC(C)C(C(=O)NC(CCCCN)C(=O)O)N","JKHXYJKMNSSFFL",1218,1,1,1,"0.05738453236752776",-226.32798728776,1,40.5744506394544,"C11H23N3O3","[M + H]+","InChI=1S/C11H23N3O3/c1-7(2)9(13)10(15)14-8(11(16)17)5-3-4-6-12/h7-9H,3-6,12-13H2,1-2H3,(H,14,15)(H,16,17)","Valyllysine",-0.685843766,"168058;7000174;5253210","COCONUT:(CNP0346794);HMDB:(29132);PubChem:(168058 7000174 5253210);CHEBI:(75014);additional;PubChem class - bio and metabolites;MeSH:(168058);PubMed",19398766,246.181259155273,494.48853,"215_mapp_batch_00026_sirius_513",513,"CHEBI:75014","Val-Lys","0.06","3",NA,NA,NA,NA
"CC(C)C(C(=O)NC(CCCCN)C(=O)O)N","JKHXYJKMNSSFFL",1191,1,1,1,"0.06505678545653752",-158.145849581317,1,35.2136616715596,"C11H23N3O3","[M + H]+","InChI=1S/C11H23N3O3/c1-7(2)9(13)10(15)14-8(11(16)17)5-3-4-6-12/h7-9H,3-6,12-13H2,1-2H3,(H,14,15)(H,16,17)","Valyllysine",-0.685843766,"168058;7000174;5253210","COCONUT:(CNP0346794);HMDB:(29132);PubChem:(168058 7000174 5253210);CHEBI:(75014);additional;PubChem class - bio and metabolites;MeSH:(168058);PubMed",19398766,246.181304931641,499.573302,"1804_mapp_batch_00026_sirius_4561",4561,"CHEBI:75014","Val-Lys","0.06","3",NA,NA,NA,NA
"CC(C)C(C(=O)NC(CCCCN)C(=O)O)N","JKHXYJKMNSSFFL",1196,1,1,1,"0.06401096874871356",-219.801172615316,1,50.1495676871025,"C11H23N3O3","[M + H]+","InChI=1S/C11H23N3O3/c1-7(2)9(13)10(15)14-8(11(16)17)5-3-4-6-12/h7-9H,3-6,12-13H2,1-2H3,(H,14,15)(H,16,17)","Valyllysine",-0.685843766,"168058;7000174;5253210","COCONUT:(CNP0346794);HMDB:(29132);PubChem:(168058 7000174 5253210);CHEBI:(75014);additional;PubChem class - bio and metabolites;MeSH:(168058);PubMed",19398766,246.181259155273,499.573302,"949_mapp_batch_00026_sirius_858",858,"CHEBI:75014","Val-Lys","0.06","3",NA,NA,NA,NA
"CC(C)C(C(=O)NC(CCCN=C(N)N)C(=O)O)N","IBIDRSSEHFLGSD",136,1,1,1,"0.7973964785127948",-2.96042909221439,1,62.4507307919818,"C11H23N5O3","[M + H]+","InChI=1S/C11H23N5O3/c1-6(2)8(12)9(17)16-7(10(18)19)4-3-5-15-11(13)14/h6-8H,3-5,12H2,1-2H3,(H,16,17)(H,18,19)(H4,13,14,15)","valylarginine",-1.21766853,"444523;4266827;7000187;7038549;7038550;92200789;92200790","HMDB:(29121);SuperNatural:(SN00290110);ZINC bio:(ZINC02047887 ZINC03156382);additional;PubMed;COCONUT:(CNP0278184);KNApSAcK:(18321);Natural Products:(UNPD178401);PubChem:(444523 4266827 7000187 7038549 7038550 92200789 92200790);CHEBI:(73711);PubChem class - bio and metabolites;Training Set;KEGG Mine",8610439290,274.1875,499.573302,"70_mapp_batch_00026_sirius_4140",4140,"CHEBI:73711","Val-Arg","0.06","3",NA,NA,NA,NA
"CC(C)C(C(=O)NC(CCCNC(=O)N)C(=O)NC1=CC=C(C=C1)CO)N","VEGGTWZUZGZKHY",1267,1,1,1,"0.038530276514865555",-367.127909388501,1,23.2935201457092,"C18H29N5O4","[M + H]+","InChI=1S/C18H29N5O4/c1-11(2)15(19)17(26)23-14(4-3-9-21-18(20)27)16(25)22-13-7-5-12(10-24)6-8-13/h5-8,11,14-15,24H,3-4,9-10,19H2,1-2H3,(H,22,25)(H,23,26)(H3,20,21,27)","2-[(2-amino-3-methylbutanoyl)amino]-5-(carbamoylamino)-N-[4-(hydroxymethyl)phenyl]pentanamide",-0.5,"20643464;54387473;59952248;70802807;134514959;134828111;137496077","PubChem:(20643464 54387473 59952248 70802807 134514959 134828111 137496077);PubChem class - safety and toxic",67108866,380.227905273438,43.5439992,"1164_mapp_batch_00026_sirius_1158",1158,NA,NA,NA,NA,NA,NA,NA,NA
"CC(C)C(C(=O)NCC=O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)CCCCCN","OTPLYCUEVGZTQD",248,1,1,1,"0.6013722982228983",-175.732362366288,1,54.8801701070937,"C19H35N5O7","[M + H]+","InChI=1S/C19H35N5O7/c1-12(2)16(19(31)21-8-9-25)24-18(30)14(11-27)23-17(29)13(10-26)22-15(28)6-4-3-5-7-20/h9,12-14,16,26-27H,3-8,10-11,20H2,1-2H3,(H,21,31)(H,22,28)(H,23,29)(H,24,30)","null",-2.79999995,"123131783","PubChem:(123131783);PubChem class - bio and metabolites",16777218,446.259674072266,55.5335898,"1451_mapp_batch_00026_sirius_2435",2435,NA,NA,NA,NA,NA,NA,NA,NA
"CC(C)C(C(=O)O)NCC(C)O","LQFKABMWUHITQU",474,1,1,1,"0.3729620472762343",-74.9667169459701,1,86.7754721294999,"C8H17NO3","[M + H]+","InChI=1S/C8H17NO3/c1-5(2)7(8(11)12)9-4-6(3)10/h5-7,9-10H,4H2,1-3H3,(H,11,12)","2-Hydroxypropylvaline",-1.79999995,"130204;21121256;58703487;58703522;123341835;123433634","MeSH:(130204);PubChem:(130204 21121256 58703487 58703522 123341835 123433634);PubMed",70,176.128280639648,121.544274,"671_mapp_batch_00026_sirius_1239",1239,NA,NA,NA,NA,NA,NA,NA,NA
"CC(C)C(C(=O)O)NCC(C)O","LQFKABMWUHITQU",459,1,1,1,"0.38977348231361797",-101.447392116229,1,76.6879168807656,"C8H17NO3","[M + H]+","InChI=1S/C8H17NO3/c1-5(2)7(8(11)12)9-4-6(3)10/h5-7,9-10H,4H2,1-3H3,(H,11,12)","2-Hydroxypropylvaline",-1.79999995,"130204;21121256;58703487;58703522;123341835;123433634","MeSH:(130204);PubChem:(130204 21121256 58703487 58703522 123341835 123433634);PubMed",70,176.12825012207,159.126648,"723_mapp_batch_00026_sirius_1076",1076,NA,NA,NA,NA,NA,NA,NA,NA
"CC(C)C(C(=O)O)NCC(C)O","LQFKABMWUHITQU",447,1,1,1,"0.3965563313014398",-73.3751338766332,1,87.4911166133697,"C8H17NO3","[M + H]+","InChI=1S/C8H17NO3/c1-5(2)7(8(11)12)9-4-6(3)10/h5-7,9-10H,4H2,1-3H3,(H,11,12)","2-Hydroxypropylvaline",-1.79999995,"130204;21121256;58703487;58703522;123341835;123433634","MeSH:(130204);PubChem:(130204 21121256 58703487 58703522 123341835 123433634);PubMed",70,176.128280639648,121.544274,"836_mapp_batch_00026_sirius_1203",1203,NA,NA,NA,NA,NA,NA,NA,NA
"CC(C)C(C(=O)O)NCC(CO)O","XSRKHYQASYXTMX",333,1,1,1,"0.4872481565649676",-129.865642855841,1,66.5015748603708,"C8H17NO4","[M + H]+","InChI=1S/C8H17NO4/c1-5(2)7(8(12)13)9-3-6(11)4-10/h5-7,9-11H,3-4H2,1-2H3,(H,12,13)","2-(2,3-dihydroxypropylamino)-3-methylbutanoic acid",-2.79999995,"23088918;54486502","MeSH:(54486502);PubChem:(23088918 54486502);PubMed",70,192.123146057129,280.191078,"1679_mapp_batch_00026_sirius_2289",2289,NA,NA,NA,NA,NA,NA,NA,NA
"CC(C)C(C(=O)O)NCC(CO)O","XSRKHYQASYXTMX",915,1,1,1,"0.17916902990718245",-143.710643834555,1,89.6771073952726,"C8H17NO4","[M + H]+","InChI=1S/C8H17NO4/c1-5(2)7(8(12)13)9-3-6(11)4-10/h5-7,9-11H,3-4H2,1-2H3,(H,12,13)","2-(2,3-dihydroxypropylamino)-3-methylbutanoic acid",-2.79999995,"23088918;54486502","MeSH:(54486502);PubChem:(23088918 54486502);PubMed",70,192.123138427734,243.21534,"1832_mapp_batch_00026_sirius_2330",2330,NA,NA,NA,NA,NA,NA,NA,NA
"CC(C)CC(=O)NCCC=O","ONUQLSPIIWGUKV",780,1,1,1,"0.23271806524972596",-136.201190457728,1,65.3880509997174,"C8H15NO2","[M + H]+","InChI=1S/C8H15NO2/c1-7(2)6-8(11)9-4-3-5-10/h5,7H,3-4,6H2,1-2H3,(H,9,11)","Butanamide, 3-methyl-N-(3-oxopropyl)-",0.200000003,"22960330","COCONUT:(CNP0412095);Natural Products:(UNPD105927);PubChem:(22960330);SuperNatural:(SN00286733);ZINC bio:(ZINC13357252)",3186690,158.11759185791,135.355176,"1714_mapp_batch_00026_sirius_1154",1154,NA,NA,NA,NA,NA,NA,NA,NA
"CC(C)CC(C(=O)N)NC(=O)C1CCCN1C(=O)N(C)N=O","FSNZRWROIZLOHQ",1120,1,1,1,"0.09122990603286597",-366.310346774271,1,72.0086449508334,"C13H23N5O4","[M + H]+","InChI=1S/C13H23N5O4/c1-8(2)7-9(11(14)19)15-12(20)10-5-4-6-18(10)13(21)17(3)16-22/h8-10H,4-7H2,1-3H3,(H2,14,19)(H,15,20)","N-Methyl N-nitrosocarbamoyl L-prolyl L-leucinamide",0.653253555,"3068453","PubChem:(3068453);PubChem class - safety and toxic",67108866,314.180877685547,40.4101878,"1007_mapp_batch_00026_sirius_3613",3613,NA,NA,NA,NA,NA,NA,NA,NA
"CC(C)CC(C(=O)NC(C(C)C)C(=O)NC(CO)C(=O)O)NC(=O)C(C)N","OMFMCIVBKCEMAK",357,1,1,2,"0.46325318526426407",-182.777673389507,0.881407035175879,42.2655893738724,"C17H32N4O6","[M + H]+","InChI=1S/C17H32N4O6/c1-8(2)6-11(19-14(23)10(5)18)15(24)21-13(9(3)4)16(25)20-12(7-22)17(26)27/h8-13,22H,6-7,18H2,1-5H3,(H,19,23)(H,20,25)(H,21,24)(H,26,27)","L-alanyl-L-leucyl-L-valyl-L-serine",-0.844318509,"18236938;71464521","PubChem:(18236938 71464521);CHEBI:(73375)",34,389.241088867188,216.045906,"485_mapp_batch_00026_sirius_3505",3505,"CHEBI:73375","Ala-Leu-Val-Ser","0.05","3",NA,NA,NA,NA
