rank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id
456	1	1	1	0.2876793471732646	-131.36607352828256	0.9999999999999999	135.22879921661487	C14H27NO	[M + H]+	AKXWKMQPINMKAE	InChI=1S/C14H27NO/c1-3-4-5-6-7-8-9-10-11-12-14(16)13(2)15/h3,11-14,16H,1,4-10,15H2,2H3	null	CC(C(C=CCCCCCCCC=C)O)N	3.70000005	23427564;74052413	COCONUT:(CNP0151153);Natural Products:(UNPD180496);PubChem:(23427564 74052413);SuperNatural:(SN00373404)	3178498	226.2164306640625	184.601	1228_mapp_batch_00010_sirius_681
457	1	1	1	0.2875835546166222	-3.2988366905682485	0.9999999999999999	19.156796498073568	C19H40NO7P	[M + H]+	RPXHXZNGZBHSMJ	InChI=1S/C19H40NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-19(22)25-16-18(21)17-27-28(23,24)26-15-14-20/h18,21H,2-17,20H2,1H3,(H,23,24)	Lysophosphatidylethanolamine(14:0/0:0)	CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCN)O	1.29999995	9547070;24802348;46173403;86583448;92863443;101048344	COCONUT:(CNP0346700);HMDB:(11500);PubChem:(9547070 24802348 46173403 86583448 92863443 101048344);CHEBI:(84299);additional;PubChem class - bio and metabolites;YMDB:(1194);Training Set;Biocyc:(CPD0-2147);Lipid:(LPE 14:0)	4314449962	426.26141357421875	247.296	4442_mapp_batch_00010_sirius_3952
458	1	1	1	0.28729890944109976	-28.261619569995183	0.9999999999999999	63.19027275440901	C18H36N4O4	[M + H]+	CSQNHSGHAPRGPQ	InChI=1S/C18H36N4O4/c1-5-11(3)14(20)16(23)22-15(12(4)6-2)17(24)21-13(18(25)26)9-7-8-10-19/h11-15H,5-10,19-20H2,1-4H3,(H,21,24)(H,22,23)(H,25,26)	6-amino-2-[[2-[(2-amino-3-methylpentanoyl)amino]-3-methylpentanoyl]amino]hexanoic acid	CCC(C)C(C(=O)NC(C(C)CC)C(=O)NC(CCCCN)C(=O)O)N	0.629871964	18221782	COCONUT:(CNP0414488);Training Set;PubChem:(18221782);additional	2637826	373.28033447265625	57.433	1516_mapp_batch_00010_sirius_736
459	1	1	1	0.28694454687596743	-120.22734809971614	0.9964824120603014	66.0103349529648	C16H25NO10	[M + H]+	BHUCUDQLYLLDIA	InChI=1S/C16H25NO10/c1-6(2)8(3-17)26-16-14(23)12(21)11(20)9(27-16)5-25-15-13(22)10(19)7(18)4-24-15/h7-16,18-23H,1,4-5H2,2H3	Proacaciberin	CC(=C)C(C#N)OC1C(C(C(C(O1)COC2C(C(C(CO2)O)O)O)O)O)O	-2.9000001	656519;157485;190173;4479453;6325837;50986287	COCONUT:(CNP0234907);KNApSAcK:(1451);Natural Products:(UNPD147190 UNPD108291);PubChem:(656519 157485 190173 4479453 6325837 50986287);CHEBI:(8422);KEGG:(C08337)	2130226	392.15513610839844	37.724	2143_mapp_batch_00010_sirius_7867
460	1	1	1	0.28582590876878355	-19.67543258243117	0.9999999999999999	77.38313588526648	C14H18N2O6	[M + H]+	VVLXCWVSSLFQDS	InChI=1S/C14H18N2O6/c15-10(13(19)20)5-6-12(18)16-11(14(21)22)7-8-1-3-9(17)4-2-8/h1-4,10-11,17H,5-7,15H2,(H,16,18)(H,19,20)(H,21,22)	gamma-GLU-TYR	C1=CC(=CC=C1CC(C(=O)O)NC(=O)CCC(C(=O)O)N)O	-0.392701626	94340;5056755;7009564	HMDB:(11741);SuperNatural:(SN00346534 SN00156651);ZINC bio:(ZINC02384787);additional;MeSH:(94340);PubMed;NORMAN:(NS00046054);COCONUT:(CNP0240189 CNP0294844);Natural Products:(UNPD114084);PubChem:(94340 5056755 7009564);CHEBI:(133722 82969);PubChem class - bio and metabolites;Training Set	20766830	311.12384033203125	34.846	1792_mapp_batch_00010_sirius_1092
461	1	1	1	0.2844724557866834	-113.94715638874264	0.9999999999999999	112.51344512509813	C22H42O6	[M + H]+	HSLYPVWJYLQYET	InChI=1S/C22H42O6/c1-17(27-22-20(24)16-19(23)18(2)28-22)14-12-10-8-6-4-3-5-7-9-11-13-15-21(25)26/h17-20,22-24H,3-16H2,1-2H3,(H,25,26)	null	CC1C(CC(C(O1)OC(C)CCCCCCCCCCCCCC(=O)O)O)O	5.30000019	86289699;132282337;139031701	COCONUT:(CNP0083150);PubChem:(86289699 132282337 139031701);CHEBI:(139671 78966)	2097186	403.305419921875	246.85899999999998	1626_mapp_batch_00010_sirius_1060
462	1	1	1	0.2836236575835016	-86.7249066455123	0.9999999999999999	56.41375311453213	C7H14N2O6	[M + H]+	DCWKHUVWCUFCFS	InChI=1S/C7H14N2O6/c8-7(14)9-3-5(12)4(11)2(1-10)15-6(3)13/h2-6,10-13H,1H2,(H3,8,9,14)	Oprea1_737676	C(C1C(C(C(C(O1)O)NC(=O)N)O)O)O	-3.15908289	118032;7331667;7331668;7331669;7331670;13856341;70613626;124766498;124766499;126418840;126418841;129629214	COCONUT:(CNP0227496);Natural Products:(UNPD10242);PubChem:(118032 7331667 7331668 7331669 7331670 13856341 70613626 124766498 124766499 126418840 126418841 129629214);SuperNatural:(SN00362469);ZINC bio:(ZINC04718899 ZINC04718900 ZINC04718901 ZINC04718902)	3186690	223.09255981445312	16.806	3939_mapp_batch_00010_sirius_50
463	1	1	1	0.2835857961271801	-31.991180229985872	0.9999999999999999	49.359325616040984	C20H41NO2	[M + H]+	HTJSZHKGNMXZJN	InChI=1S/C20H41NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-20(23)19(21)18-22/h16-17,19-20,22-23H,2-15,18,21H2,1H3	icosasphingosine	CCCCCCCCCCCCCCCC=CC(C(CO)N)O	6.4000001	9862210;12310769;53394564;56631798;57765036;57765038;71684564;91026243;95065738	COCONUT:(CNP0400860);Training Set;PubChem:(9862210 12310769 53394564 56631798 57765036 57765038 71684564 91026243 95065738);CHEBI:(71983 71982);additional	2637858	328.3210144042969	304.221	4397_mapp_batch_00010_sirius_7204
464	4	1	1	0.28312803879967297	-1.0508500723487175	0.9969849246231155	20.725557324723873	C26H52NO7P	[M + K]+	YAMUFBLWGFFICM	InChI=1S/C26H52NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-26(29)32-23-25(28)24-34-35(30,31)33-22-21-27(2,3)4/h12-13,25,28H,5-11,14-24H2,1-4H3/p+1	Lysolecithin	CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)O	5.80000019	440164;3082003;6030826;5280634;5313986;5313987;5313988;6449974;10075405;10075406;16081932;24779466;57369594;57369595;71309832;71309833;88895073;117064622;117064623;118976075;131707439;131707440	HMDB:(2815);SuperNatural:(SN00036456 SN00036457);ZINC bio:(ZINC08218947 ZINC08218951);additional;MeSH:(440164 5313988 6449974 16081932);PubMed;COCONUT:(CNP0152025);Natural Products:(UNPD65944);PubChem:(440164 3082003 6030826 5280634 5313986 5313987 5313988 6449974 10075405 10075406 16081932 24779466 57369594 57369595 71309832 71309833 88895073 117064622 117064623 118976075 131707439 131707440);CHEBI:(72589 28610);PubChem class - bio and metabolites;KEGG:(C03916);YMDB:(1190 1810);Training Set;Biocyc:(CPD-8346)	20572526	560.3114624023438	296.162	553_mapp_batch_00010_sirius_863
465	1	1	1	0.2819026088595557	-35.462035529741435	0.9999999999999999	57.41831027455469	C16H31N7O5	[M + H]+	OLISTMZJGQUOGS	InChI=1S/C16H31N7O5/c1-3-8(2)12(23-13(25)9(17)7-11(18)24)14(26)22-10(15(27)28)5-4-6-21-16(19)20/h8-10,12H,3-7,17H2,1-2H3,(H2,18,24)(H,22,26)(H,23,25)(H,27,28)(H4,19,20,21)	5-(diaminomethylideneamino)-2-[[2-[(2,4-diamino-4-oxobutanoyl)amino]-3-methylpentanoyl]amino]pentanoic acid	CCC(C)C(C(=O)NC(CCCN=C(N)N)C(=O)O)NC(=O)C(CC(=O)N)N	-4.9000001	18219146	PubChem:(18219146);COCONUT:(CNP0346892)	2097154	402.2464141845703	29.762	2214_mapp_batch_00010_sirius_6669
466	1	1	1	0.2817843786640332	-23.731946819946952	0.9999999999999999	68.08257098112388	C17H25N3O4	[M + H]+	KEVYYIMVELOXCT	InChI=1S/C17H25N3O4/c1-11(2)8-13(18)16(22)19-10-15(21)20-14(17(23)24)9-12-6-4-3-5-7-12/h3-7,11,13-14H,8-10,18H2,1-2H3,(H,19,22)(H,20,21)(H,23,24)	leucylglycylphenylalanine	CC(C)CC(C(=O)NCC(=O)NC(CC1=CC=CC=C1)C(=O)O)N	0.836877763	274161;6994673;6994674;6994675;6994676;6994677;6994678;6994679;6994680;70143332	MeSH:(274161);PubChem:(274161 6994673 6994674 6994675 6994676 6994677 6994678 6994679 6994680 70143332);PubMed;ZINC bio:(ZINC01709606 ZINC01709607 ZINC01709608 ZINC01709609)	8262	336.1920928955078	76.919	4643_mapp_batch_00010_sirius_3670
467	1	1	1	0.28060210925325707	-86.27131794191504	0.9999999999999999	73.92005466388434	C16H32N4O5	[M + H]+	DAYQSYGBCUKVKT	InChI=1S/C16H32N4O5/c1-9(2)8-11(18)14(22)20-13(10(3)21)15(23)19-12(16(24)25)6-4-5-7-17/h9-13,21H,4-8,17-18H2,1-3H3,(H,19,23)(H,20,22)(H,24,25)	6-amino-2-[[2-[(2-amino-4-methylpentanoyl)amino]-3-hydroxybutanoyl]amino]hexanoic acid	CC(C)CC(C(=O)NC(C(C)O)C(=O)NC(CCCCN)C(=O)O)N	-0.987104893	18222265;124420546	PubChem:(18222265 124420546);COCONUT:(CNP0347358)	2097154	361.2443542480469	29.889	3671_mapp_batch_00010_sirius_276
468	1	1	1	0.28013026050106044	-166.0000933094028	0.9999999999999999	81.22151776834161	C14H20N2O10	[M + K]+	WLHXBJPMRVOKHX	InChI=1S/C14H20N2O10/c17-2-5-7(19)9(21)11(25-5)4-1-16(14(24)15-12(4)23)13-10(22)8(20)6(3-18)26-13/h1,5-11,13,17-22H,2-3H2,(H,15,23,24)	null	C1=C(C(=O)NC(=O)N1C2C(C(C(O2)CO)O)O)C3C(C(C(O3)CO)O)O	-4.0999999	54436822	COCONUT:(CNP0326622);Natural Products:(UNPD89745);PubChem:(54436822)	2129922	415.07398986816406	16.266	1415_mapp_batch_00010_sirius_3000
469	1	1	1	0.27994936935409087	-14.757971210099482	0.9999999999999999	74.4117298190297	C12H25N3O3	[M + H]+	FMIIKPHLJKUXGE	InChI=1S/C12H25N3O3/c1-3-8(2)10(12(17)18)15-11(16)9(14)6-4-5-7-13/h8-10H,3-7,13-14H2,1-2H3,(H,15,16)(H,17,18)	Lysyl-Isoleucine	CCC(C)C(C(=O)O)NC(=O)C(CCCCN)N	-0.236631081	7010498;7010499;18218225;94334236;135319416	HMDB:(28954);PubChem:(7010498 7010499 18218225 94334236 135319416);CHEBI:(74559);additional;PubChem class - bio and metabolites;Training Set;PubMed	17317994	260.1971130371094	69.863	2889_mapp_batch_00010_sirius_522
470	1	1	1	0.2792229387935179	-197.48974078801834	0.9999999999999999	46.30665052089913	C22H26N2O5	[M + H]+	XINBRUNUJFZFGH	InChI=1S/C22H26N2O5/c1-15(2)19(24-22(28)29-14-17-11-7-4-8-12-17)20(25)23-18(21(26)27)13-16-9-5-3-6-10-16/h3-12,15,18-19H,13-14H2,1-2H3,(H,23,25)(H,24,28)(H,26,27)	N-Benzyloxycarbonyl-val-phe methyl ester	CC(C)C(C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)OCC2=CC=CC=C2	3.42113972	3034056;3808136;7020635;11058417;40428618;40428620;40488641	MeSH:(3034056);PubChem:(3034056 3808136 7020635 11058417 40428618 40428620 40488641);PubMed	70	399.1913757324219	116.868	2498_mapp_batch_00010_sirius_5500
471	1	1	1	0.2786373057866975	-80.64705557722627	0.993969849246231	58.95985143491005	C28H58O10	[M + H3N + H]+	MEPDRUVBZDYVEU	InChI=1S/C28H58O10/c1-2-3-4-5-6-7-8-9-11-30-13-15-32-17-19-34-21-23-36-25-27-38-28-26-37-24-22-35-20-18-33-16-14-31-12-10-29/h29H,2-28H2,1H3	3,6,9,12,15,18,21,24,27-Nonaoxaheptatriacontan-1-Ol	CCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO	2.90994596	13797358	PubChem:(13797358);PubChem class - bio and metabolites	16777218	572.4371337890625	267.454	8_mapp_batch_00010_sirius_3148
472	1	1	1	0.27800668698307485	-53.258400820459585	0.9999999999999999	69.39252784839243	C21H34N4O5	[M + H]+	WSFXJLFSJSXGMQ	InChI=1S/C21H34N4O5/c1-3-13(2)18(20(28)24-17(21(29)30)6-4-5-11-22)25-19(27)16(23)12-14-7-9-15(26)10-8-14/h7-10,13,16-18,26H,3-6,11-12,22-23H2,1-2H3,(H,24,28)(H,25,27)(H,29,30)	6-amino-2-[[2-[[2-amino-3-(4-hydroxyphenyl)propanoyl]amino]-3-methylpentanoyl]amino]hexanoic acid	CCC(C)C(C(=O)NC(CCCCN)C(=O)O)NC(=O)C(CC1=CC=C(C=C1)O)N	0.694577992	18232025	PubChem:(18232025);COCONUT:(CNP0243971)	2097154	423.2602233886719	43.33	3140_mapp_batch_00010_sirius_1028
473	1	1	1	0.2779065167074513	-11.496795368522562	0.9999999999999999	90.96344805291534	C11H20N2O5	[M + H]+	SNFUTDLOCQQRQD	InChI=1S/C11H20N2O5/c1-3-6(2)9(11(17)18)13-10(16)7(12)4-5-8(14)15/h6-7,9H,3-5,12H2,1-2H3,(H,13,16)(H,14,15)(H,17,18)	2-[(2-amino-4-carboxybutanoyl)amino]-3-methylpentanoic acid	CCC(C)C(C(=O)O)NC(=O)C(CCC(=O)O)N	-0.457407683	9813855;18218200;64889909;64890107	COCONUT:(CNP0279819);HMDB:(28822);Natural Products:(UNPD52503);PubChem:(9813855 18218200 64889909 64890107);SuperNatural:(SN00240631);CHEBI:(141436);additional;PubChem class - bio and metabolites;Training Set	20496426	261.1447448730469	43.33	517_mapp_batch_00010_sirius_3203
474	1	1	2	0.2774235927588128	-865.9534888008872	0.2090452261306533	61.73012414503149	C53H80N7O9	[M + H]+	VDQKIDYOPUMJGQ	InChI=1S/C53H80N7O9/c1-35(2)30-40(56-50(66)69-51(5,6)7)27-26-39(31-37-20-14-12-15-21-37)48(64)59-29-19-25-43(59)46(62)58-44(36(3)4)47(63)57-42(24-18-28-54-49(65)68-34-38-22-16-13-17-23-38)45(61)55-41-32-52(8,9)60(67)53(10,11)33-41/h12-17,20-23,26-27,35-36,39-44H,18-19,24-25,28-34H2,1-11H3,(H,54,65)(H,55,61)(H,56,66)(H,57,63)(H,58,62)	tert-butyl N-[(E,4S,7S)-7-benzyl-8-[(2S)-2-[[(2S)-1-[[(2S)-1-[(1-$l^{1}-oxidanyl-2,2,6,6-tetramethylpiperidin-4-yl)amino]-1-oxo-5-(phenylmethoxycarbonylamino)pentan-2-yl]amino]-3-methyl-1-oxobutan-2-yl]carbamoyl]pyrrolidin-1-yl]-2-methyl-8-oxooct-5-en-4-yl]carbamate	CC(C)CC(C=CC(CC1=CC=CC=C1)C(=O)N2CCCC2C(=O)NC(C(C)C)C(=O)NC(CCCNC(=O)OCC3=CC=CC=C3)C(=O)NC4CC(N(C(C4)(C)C)[O])(C)C)NC(=O)OC(C)(C)C	7.80000019	11693686	MeSH:(11693686);PubChem:(11693686);PubMed	70	959.6105041503906	294.364	276_mapp_batch_00010_sirius_1539
475	1	1	1	0.27637990907313287	-93.17253462872631	0.9999999999999999	16.465248725702985	C26H48NO7P	[M + H]+	WKQNRCYKYCKESD	InChI=1S/C26H48NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-26(29)32-23-25(28)24-34-35(30,31)33-22-21-27(2,3)4/h6-7,9-10,12-13,25,28H,5,8,11,14-24H2,1-4H3/p+1	1-18:3-lysoPC	CCC=CCC=CCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)O	4.4000001	5313992;5313993;24779469;24779470;134776142;134776143;139292123;139292124	COCONUT:(CNP0421217);HMDB:(10388);PubChem:(5313992 5313993 24779469 24779470 134776142 134776143 139292123 139292124);YMDB Mine;CHEBI:(133456 88697);additional;Training Set;PubMed;Biocyc:(CPD-8348)	34362378346	518.3247375488281	245.957	2355_mapp_batch_00010_sirius_1190
476	1	1	1	0.2762415336268175	-0.8159123010202437	0.9999999999999999	8070.351734735366	C23H46NO7P	[M + Na]+	PYVRVRFVLRNJLY	InChI=1S/C23H46NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-23(26)29-20-22(25)21-31-32(27,28)30-19-18-24/h9-10,22,25H,2-8,11-21,24H2,1H3,(H,27,28)	1-18:1-lysoPE	CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCCN)O	2.5	9547071;9547072;25244076;58177709;71571631;74413339;101048331;101926648;123672547;124390050	HMDB:(11506);additional;Plantcyc:(CPD-8355);PubMed;Lipid:(LPE(18:1));COCONUT:(CNP0346650);PubChem:(9547071 9547072 25244076 58177709 71571631 74413339 101048331 101926648 123672547 124390050);CHEBI:(75168 74971 60287);PubChem class - bio and metabolites;YMDB:(1207);Training Set;Biocyc:(CPD-8355 SMA-0000030)	4314581098	502.2907409667969	287.741	3261_mapp_batch_00010_sirius_168
477	1	1	1	0.27623460748333317	-15.992803059601142	0.9999999999999999	73.31936728723001	C12H25N5O3	[M + H]+	QYLJIYOGHRGUIH	InChI=1S/C12H25N5O3/c1-3-7(2)9(11(19)20)17-10(18)8(13)5-4-6-16-12(14)15/h7-9H,3-6,13H2,1-2H3,(H,17,18)(H,19,20)(H4,14,15,16)	arginylisoleucine	CCC(C)C(C(=O)O)NC(=O)C(CCCN=C(N)N)N	-0.768455803	433625;7009552;7009553;92274705;92296987;133126681	HMDB:(28712);PubChem:(433625 7009552 7009553 92274705 92296987 133126681);CHEBI:(73814);additional;PubChem class - bio and metabolites	17301546	288.2028503417969	25.093	3380_mapp_batch_00010_sirius_207
478	1	1	1	0.275745599484149	-17.9302432664791	0.9999999999999999	49.27138917082545	C14H30O3	[M + H3N + H]+	UVNSFSOKRSZVEZ	InChI=1S/C14H30O3/c1-2-3-4-5-6-7-8-9-11-16-13-14-17-12-10-15/h15H,2-14H2,1H3	2-(2-decoxyethoxy)ethanol	CCCCCCCCCCOCCOCCO	3.61459446	526731	PubChem:(526731);KEGG Mine;PubChem class - bio and metabolites	8606711810	264.2532653808594	273.708	4614_mapp_batch_00010_sirius_3979
479	1	1	1	0.2752164135428922	-16.071004447457796	0.9999999999999999	184.08307177789396	C20H30O2	[M + H]+	JAZBEHYOTPTENJ	InChI=1S/C20H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h3-4,6-7,9-10,12-13,15-16H,2,5,8,11,14,17-19H2,1H3,(H,21,22)	Miraxion	CCC=CCC=CCC=CCC=CCC=CCCCC(=O)O	5.5999999	3209;446284;5282847;12054557;12133445;12497420;12497421;12978206;16129153;22486336;25245749;24778482;53394473;56846172;70198906;71311074;87262793;87271419;87271458;87450491;87450494;92264479;92449658;101408067;101408068;121225303;122651986;122651987;122652000;122652004;122652012;122652019;122652021;122652039;122652055;122652059;122652063;122652066;122652070;122652071;122652091;122652108;124102865;129850286	HMDB:(1999);SuperNatural:(SN00382068 SN00011181 SN00361166);ZINC bio:(ZINC04474603 ZINC05447613 ZINC13507111 ZINC13507113);additional;MeSH:(446284);Plantcyc:(5Z8Z11Z14Z17Z-EICOSAPENTAENOATE);PubMed;NORMAN:(NS00010730);COCONUT:(CNP0076729 CNP0214199);KNApSAcK:(408);Natural Products:(UNPD187471 UNPD224384 UNPD116167);PubChem:(3209 446284 5282847 12054557 12133445 12497420 12497421 12978206 16129153 22486336 25245749 24778482 53394473 56846172 70198906 71311074 87262793 87271419 87271458 87450491 87450494 92264479 92449658 101408067 101408068 121225303 122651986 122651987 122652000 122652004 122652012 122652019 122652021 122652039 122652055 122652059 122652063 122652066 122652070 122652071 122652091 122652108 124102865 129850286);YMDB Mine;CHEBI:(92823 58562 28364);PubChem class - bio and metabolites;KEGG:(C06428);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(CPD-15526 5Z8Z11Z14Z17Z-EICOSAPENTAENOATE)	34481301886	303.2318878173828	333.549	2519_mapp_batch_00010_sirius_920
480	1	1	1	0.27489550117265615	-174.2824985964888	0.9999999999999999	55.649829171844615	C16H29NO	[M + H]+	FZDKNKQHYLNZCX	InChI=1S/C16H29NO/c1-10-4-5-16-12(3)14-6-13(9-18)11(2)15(14)8-17(16)7-10/h10-16,18H,4-9H2,1-3H3	null	CC1CCC2C(C3CC(C(C3CN2C1)C)CO)C	3.20000005	10868757;85295481	MeSH:(10868757);PubChem:(10868757 85295481);PubMed	70	252.23194122314453	314.053	184_mapp_batch_00010_sirius_6766
481	1	1	1	0.274662251616948	-149.96862319160516	0.9999999999999999	71.58135408609085	C18H35N5	[M + H]+	JZSZJXLPSQTWSS	InChI=1S/C18H35N5/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-21-17(19)23-18(20)22-16/h2-15H2,1H3,(H4,19,20,21,22,23)	s-Triazine,2,4-diamino-6-pentadecyl-;	CCCCCCCCCCCCCCCC1=NC(=NC(=N1)N)N	7.0	11970482	PubChem:(11970482);NORMAN:(NS00030232)	262146	322.2958068847656	298.784	3161_mapp_batch_00010_sirius_591
482	1	1	1	0.2739202298703348	-50.146538871270735	0.9999999999999999	85.36420584969609	C29H48O2	[M + H]+	ZYCUYLKDCYFZAS	InChI=1S/C29H48O2/c1-20(2)12-9-13-21(3)14-10-15-22(4)16-11-18-29(8)19-17-26-25(7)27(30)23(5)24(6)28(26)31-29/h12,21-22,30H,9-11,13-19H2,1-8H3	null	CC1=C(C2=C(CCC(O2)(C)CCCC(C)CCCC(C)CCC=C(C)C)C(=C1O)C)C	10.1999998	49869866;100966148;101927813	MeSH:(100966148);KNApSAcK:(49703);PubChem:(49869866 100966148 101927813);PubMed	86	429.37261962890625	471.751	3699_mapp_batch_00010_sirius_2664
483	1	1	1	0.27341322498474746	-24.32963235962881	0.9999999999999999	58.02780971857622	C18H36O5	[M + H]+	DJKUVMZEGIWUTP	InChI=1S/C18H36O5/c1-2-3-4-8-11-15(19)14-17(21)16(20)12-9-6-5-7-10-13-18(22)23/h15-17,19-21H,2-14H2,1H3,(H,22,23)	9,10,12-trihydroxyoctadecanoic Acid	CCCCCCC(CC(C(CCCCCCCC(=O)O)O)O)O	3.79999995	4252742;16395971;40471259;40471261;40471263;40471265;124308147;124308148	COCONUT:(CNP0066859 CNP0363949);PubChem:(4252742 16395971 40471259 40471261 40471263 40471265 124308147 124308148);SuperNatural:(SN00067490 SN00067491 SN00067489 SN00067488);ZINC bio:(ZINC04026460 ZINC04026461 ZINC04026462 ZINC04026463);PubMed;KEGG Mine	8593088578	333.2634582519531	161.439	627_mapp_batch_00010_sirius_1592
484	1	1	2	0.2732924110056038	-178.58043938246203	0.9175879396984927	32.88550532522969	C37H67N9O11	[M + H]+	NEHKZPHIKKEMAZ	InChI=1S/C37H67N9O11/c1-12-19(7)28(43-25(48)15-39-32(51)22(10)41-31(50)21(9)38)34(53)40-16-26(49)44-29(20(8)13-2)35(54)42-24(14-17(3)4)33(52)46-30(23(11)47)36(55)45-27(18(5)6)37(56)57/h17-24,27-30,47H,12-16,38H2,1-11H3,(H,39,51)(H,40,53)(H,41,50)(H,42,54)(H,43,48)(H,44,49)(H,45,55)(H,46,52)(H,56,57)	2-[[2-[[2-[[2-[[2-[[2-[[2-[2-(2-aminopropanoylamino)propanoylamino]acetyl]amino]-3-methylpentanoyl]amino]acetyl]amino]-3-methylpentanoyl]amino]-4-methylpentanoyl]amino]-3-hydroxybutanoyl]amino]-3-methylbutanoic acid	CCC(C)C(C(=O)NCC(=O)NC(C(C)CC)C(=O)NC(CC(C)C)C(=O)NC(C(C)O)C(=O)NC(C(C)C)C(=O)O)NC(=O)CNC(=O)C(C)NC(=O)C(C)N	-0.360506475	9897305;18375622;72200414;100987750	PubChem:(9897305 18375622 72200414 100987750);additional;PubChem class - bio and metabolites;MeSH:(9897305);Training Set;PubMed;PubChem class - drug	50872390	814.50732421875	132.209	2743_mapp_batch_00010_sirius_955
485	1	1	1	0.2732770134795757	-141.9312393401325	0.9999999999999999	64.94779987764774	C21H34N6O5	[M + H]+	QSFJHIRIHOJRKS	InChI=1S/C21H34N6O5/c1-12(2)10-17(19(30)26-16(20(31)32)4-3-9-25-21(23)24)27-18(29)15(22)11-13-5-7-14(28)8-6-13/h5-8,12,15-17,28H,3-4,9-11,22H2,1-2H3,(H,26,30)(H,27,29)(H,31,32)(H4,23,24,25)	2-[[2-[[2-amino-3-(4-hydroxyphenyl)propanoyl]amino]-4-methylpentanoyl]amino]-5-(diaminomethylideneamino)pentanoic acid	CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)O)NC(=O)C(CC1=CC=C(C=C1)O)N	0.162753269	15613547	PubChem:(15613547);COCONUT:(CNP0347731)	2097154	451.26641845703125	60.032	1_mapp_batch_00010_sirius_1499
486	1	1	1	0.2731188105645647	-141.3839667082424	0.9999999999999999	46.839675662760456	C17H39N5O	[M + Na]+	VKWZDXGYNMWHQU	InChI=1S/C17H39N5O/c1-2-3-4-5-6-7-8-17(23)22-16-15-21-14-13-20-12-11-19-10-9-18/h19-21H,2-16,18H2,1H3,(H,22,23)	Tetraethylenetetramine pelargonamide	CCCCCCCCC(=O)NCCNCCNCCNCCN	0.800000012	105542	NORMAN:(NS00021959);PubChem class - safety and toxic;PubChem:(105542)	67371010	352.305908203125	276.471	3940_mapp_batch_00010_sirius_51
487	1	1	1	0.2729162861350772	-153.60402877309937	0.9999999999999999	106.7505725638099	C14H27NO3	[M + H]+	JWGGSJFIGIGFSQ	InChI=1S/C14H27NO3/c1-2-3-4-5-6-7-8-9-10-11-13(16)15-12-14(17)18/h2-12H2,1H3,(H,15,16)(H,17,18)	Acylglycine c:12	CCCCCCCCCCCC(=O)NCC(=O)O	4.30000019	346152;4068942;45934058	COCONUT:(CNP0001599 CNP0213254);HMDB:(13272);PubChem:(346152 4068942 45934058);SuperNatural:(SN00027353);CHEBI:(142678 74441);ZINC bio:(ZINC28539109);PubMed	3154026	258.206298828125	205.4	2926_mapp_batch_00010_sirius_3479
488	1	1	1	0.2721729110365047	-153.21649562412338	0.9999999999999999	23.04110271857307	C18H25N3O3	[M + H]+	FUZZQQUUMOFZKS	InChI=1S/C18H25N3O3/c1-4-12(2)16(17(22)24-3)21-18(23)19-10-9-13-11-20-15-8-6-5-7-14(13)15/h5-8,11-12,16,20H,4,9-10H2,1-3H3,(H2,19,21,23)	methyl N-{[2-(1H-indol-3-yl)ethyl]carbamoyl}-L-alloisoleucinate	CCC(C)C(C(=O)OC)NC(=O)NCCC1=CNC2=CC=CC=C21	3.0999999	1762016;3792665;16399917;25560042	COCONUT:(CNP0380115);PubChem:(1762016 3792665 16399917 25560042);ZINC bio:(ZINC02107020 ZINC12862135)	2105346	332.1963195800781	119.313	170_mapp_batch_00010_sirius_9313
