id	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications
2456_mapp_batch_00010_sirius_909	C23H33NO3	[M + Na]+	C23H33NO3	Amino acids and Peptides	0.28905051946640015	Linear polyketides	0.1363939344882965	Open-chain polyketides	0.33207225799560547	N-acyl-alpha amino acids and derivatives	0.5135899782180786	Amino acids and derivatives	0.6946892738342285	Amino acids, peptides, and analogues	0.7098823189735413	Carboxylic acids and derivatives	0.9939242005348206	Organic acids and derivatives	0.9991034865379333	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
3130_mapp_batch_00010_sirius_582	C25H53N	[M + H]+	C25H53N	Fatty acids	0.9279349446296692	Fatty acyls	0.6402223706245422	Hydrocarbons	0.30349409580230713	Prenol lipids	0.6809553503990173					Prenol lipids	0.6809553503990173	Lipids and lipid-like molecules	0.7095438838005066	Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Organonitrogen compounds; Amines; Organic cations; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities
2115_mapp_batch_00010_sirius_354	C7H7N2O9P3S3	[M + K]+	C7H7N2O9P3S3	Alkaloids	0.8042424321174622	Nicotinic acid alkaloids	0.05914020910859108	Pyridine alkaloids	0.0703706368803978	Organic phosphoric acids and derivatives	0.6533932089805603					Organic phosphoric acids and derivatives	0.6533932089805603	Organic acids and derivatives	0.996593177318573	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Thiazoles; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic phosphoric acids and derivatives; Azoles; Sulfonyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
985_mapp_batch_00010_sirius_4457	C22H17Br2N3O4	[M + H]+	C22H17Br2N3O4	Alkaloids	0.8836356997489929	Peptide alkaloids	0.22218434512615204	Benzodiazepine alkaloids	0.054078128188848495	Tyrosine and derivatives	0.9171556234359741	Amino acids and derivatives	0.9895361661911011	Amino acids, peptides, and analogues	0.9907156229019165	Carboxylic acids and derivatives	0.9967177510261536	Organic acids and derivatives	0.9987068176269531	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Halobenzenes; Alpha amino acids and derivatives; Phenols; Lactams; Phenethylamines; Amphetamines and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Aryl bromides; Carboxylic acid derivatives; Bromobenzenes; Organobromides; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Bromophenols; O-bromophenols; Aryl halides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Tyrosine and derivatives; Phenylalanine and derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities
2256_mapp_batch_00010_sirius_388	C19H40O4	[M + H]+	C19H40O4	Fatty acids	0.9949735403060913	Glycerolipids	0.9984184503555298	Monoacylglycerols	0.9962463974952698	1-O-alkylglycerols	0.9679511189460754	Monoalkylglycerols	0.9340331554412842	Monoradylglycerols	0.9913376569747925	Glycerolipids	0.998814582824707	Lipids and lipid-like molecules	0.9999247789382935	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Secondary alcohols; Polyols; Glycerol ethers; 1,2-diols; Monoalkylglycerols; Monoradylglycerols; Hydrocarbon derivatives; 1-O-alkylglycerols; Organic oxygen compounds; Chemical entities
2289_mapp_batch_00010_sirius_397	C24H48NO7P	[M + H]+	C24H48NO7P	Fatty acids	0.9991318583488464	Glycerophospholipids	0.9996057152748108	Glycerophosphocholines	0.9972656965255737	1-acyl-sn-glycero-3-phosphocholines	0.7688818573951721	Lysophosphatidylcholines	0.7575421929359436	Glycerophosphocholines	0.9950143694877625	Glycerophospholipids	0.9814679026603699	Lipids and lipid-like molecules	0.9967783093452454	Organic compounds; Lipids and lipid-like molecules; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Phosphocholines; Lysophosphatidylcholines; 1-acyl-sn-glycero-3-phosphocholines; Secondary alcohols; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
2861_mapp_batch_00010_sirius_6730	C23H37N7O6	[M + Na]+	C23H37N7O6	Amino acids and Peptides	0.9933445453643799	Small peptides	0.9282814860343933	Tripeptides	0.8632405400276184	Oligopeptides	0.9757052063941956	Peptides	0.9990103244781494	Amino acids, peptides, and analogues	0.9999736547470093	Carboxylic acids and derivatives	0.999915361404419	Organic acids and derivatives	0.9999653100967407	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Alanine and derivatives; Glutamic acid and derivatives; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities
2016_mapp_batch_00010_sirius_326	C49H60N4O4	[M + K]+	C49H60N4O4	Amino acids and Peptides	0.9028119444847107	Small peptides	0.31751322746276855	Simple coumarins	0.1021604835987091	Oligopeptides	0.6474777460098267	Peptides	0.7713157534599304	Amino acids, peptides, and analogues	0.9866227507591248	Carboxylic acids and derivatives	0.9853386878967285	Organic acids and derivatives	0.9927932024002075	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrroles; Lactams; Indoles and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Benzenoids; Amines; Indoles; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities
3198_mapp_batch_00010_sirius_3509	C19H36O4	[M + H]+	C19H36O4	Fatty acids	0.9820978045463562	Glycerolipids	0.9469159245491028	Monoacylglycerols	0.9352875351905823	Monoacylglycerols	0.9862383604049683	Monoacylglycerols	0.9862383604049683	Monoradylglycerols	0.979120135307312	Glycerolipids	0.9129052758216858	Lipids and lipid-like molecules	0.9993615746498108	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monoacylglycerols; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Polyols; 1,2-diols; Monoradylglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
2893_mapp_batch_00010_sirius_523	C15H25N3O5	[M + H]+	C15H25N3O5	Amino acids and Peptides	0.9998507499694824	Small peptides	0.9994617104530334	Dipeptides	0.9995476603507996	Oligopeptides	0.5859154462814331	Peptides	0.9995576739311218	Amino acids, peptides, and analogues	0.9997897744178772	Carboxylic acids and derivatives	0.9999948740005493	Organic acids and derivatives	0.9999985694885254	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Lactams; Pyrrolidines; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Branched fatty acids; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Heterocyclic fatty acids; Pyrrolidinecarboxamides; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Fatty Acyls; Organic oxides; Azacyclic compounds; N-acyl-L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities
2692_mapp_batch_00010_sirius_486	C34H67N5O8	[M + H]+	C34H67N5O8	Amino acids and Peptides	0.7976798415184021	Oligopeptides	0.41412970423698425	Cyclic peptides	0.26981937885284424	Amino acids and derivatives	0.6739112734794617	Amino acids and derivatives	0.6739112734794617	Amino acids, peptides, and analogues	0.7228235602378845	Carboxylic acids and derivatives	0.9957734942436218	Organic acids and derivatives	0.9941884279251099	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Lactams; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Dialkyl ethers; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1848_mapp_batch_00010_sirius_1342	C21H30	[M + H]+	C21H30	Terpenoids	0.9939817786216736	Diterpenoids	0.7002314329147339	Androstane steroids	0.08627394586801529	Diterpenoids	0.6490669846534729			Diterpenoids	0.6490669846534729	Prenol lipids	0.7820794582366943	Lipids and lipid-like molecules	0.9789303541183472	Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Diterpenoids; Hydrocarbons; Olefins; Cyclic olefins; Polycyclic hydrocarbons; Unsaturated hydrocarbons; Unsaturated aliphatic hydrocarbons; Branched unsaturated hydrocarbons; Chemical entities
2320_mapp_batch_00010_sirius_405	C31H65N11O6	[M + H]+	C31H65N11O6	Amino acids and Peptides	0.5098673701286316	Ornithine alkaloids	0.10648013651371002	Lipopeptides	0.18843895196914673	Oligopeptides	0.6729776263237	Peptides	0.3748023211956024	Amino acids, peptides, and analogues	0.9488251805305481	Carboxylic acids and derivatives	0.9653472304344177	Organic acids and derivatives	0.9649426341056824	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Guanidines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Primary amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities
1952_mapp_batch_00010_sirius_311	C20H39N5O6	[M + H]+	C20H39N5O6	Amino acids and Peptides	0.9998143315315247	Small peptides	0.9840945601463318	Tripeptides	0.880715548992157	Oligopeptides	0.9628778100013733	Peptides	0.9999755620956421	Amino acids, peptides, and analogues	0.9999996423721313	Carboxylic acids and derivatives	0.9999984502792358	Organic acids and derivatives	0.9999964237213135	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Branched fatty acids; Hydroxy fatty acids; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Serine and derivatives; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities
2728_mapp_batch_00010_sirius_5520	C17H23N3O3	[M + H]+	C17H23N3O3	Amino acids and Peptides	0.9999614953994751	Small peptides	0.9999608993530273	Dipeptides	0.9999899864196777	Dipeptides	0.9999988079071045	Peptides	0.999993085861206	Amino acids, peptides, and analogues	0.9999997615814209	Carboxylic acids and derivatives	0.9999998807907104	Organic acids and derivatives	1.0	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrroles; Indoles and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Indolyl carboxylic acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Substituted pyrroles; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Amines; Primary amines; Indoles; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; 3-alkylindoles; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities
2929_mapp_batch_00010_sirius_985	C16H30N4O3	[M + H]+	C16H30N4O3	Amino acids and Peptides	0.923141598701477	Small peptides	0.9930869936943054	Tripeptides	0.6167137026786804	Dipeptides	0.5178736448287964	Peptides	0.9897430539131165	Amino acids, peptides, and analogues	0.9994658827781677	Carboxylic acids and derivatives	0.9957476258277893	Organic acids and derivatives	0.9970205426216125	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Alpha amino acid amides; Amines; Primary amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Valine and derivatives; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities
2592_mapp_batch_00010_sirius_466	C24H26N4O6S	[M + H]+	C24H26N4O6S	Amino acids and Peptides	0.6713945865631104	Pseudoalkaloids	0.48670652508735657	Penicillins	0.36984628438949585	Alpha amino acid esters	0.7569611072540283	Amino acids and derivatives	0.9921963214874268	Amino acids, peptides, and analogues	0.991641640663147	Carboxylic acids and derivatives	0.979391872882843	Organic acids and derivatives	0.9984353184700012	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alkyl aryl ethers; Anisoles; Lactams; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Alpha amino acid esters; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Thioethers; Carboxylic acid esters; Secondary carboxylic acid amides; Carbonyl compounds; Dialkylamines; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Amines; Secondary amines; Sulfenyl compounds; Alkylarylthioethers; Organic oxides; Vinylogous thioesters; Methoxybenzenes; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Aryl thioethers; Organic nitrogen compounds; Phenoxy compounds; Chemical entities
3165_mapp_batch_00010_sirius_592	C14H16N2O5	[M + H]+	C14H16N2O5	Amino acids and Peptides	0.9401906132698059	Small peptides	0.9977380037307739	Dipeptides	0.8778623938560486	Dipeptides	0.9984261989593506	Peptides	0.9988300204277039	Amino acids, peptides, and analogues	0.9934353828430176	Carboxylic acids and derivatives	0.999739944934845	Organic acids and derivatives	0.9999834299087524	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenols; Lactams; Phenethylamines; Amphetamines and derivatives; Pyrrolidines; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Pyrrolidones; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Pyrrolidinecarboxamides; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Phenylpropanoic acids; Pyrrolidine-2-ones; Organic oxides; Azacyclic compounds; N-acyl-L-alpha-amino acids; Hydrocarbon derivatives; Tyrosine and derivatives; Phenylalanine and derivatives; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Dipeptides; Chemical entities
2829_mapp_batch_00010_sirius_6728	C21H35NO4	[M + K]+	C21H35NO4	Alkaloids	0.7630863785743713	Peptide alkaloids	0.25816142559051514	Phenylethylamines	0.4066644310951233	Phenol ethers	0.6601853370666504					Phenol ethers	0.6601853370666504	Benzenoids	0.9043281674385071	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Secondary alcohols; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Phenoxy compounds; Chemical entities
3265_mapp_batch_00010_sirius_2840	C22H46NO6P	[M + H]+	C22H46NO6P	Fatty acids	0.999159574508667	Glycerophospholipids	0.9987514019012451	Glycerophosphocholines	0.8873483538627625	Glycerophosphoethanolamines	0.6022955179214478			Glycerophosphoethanolamines	0.6022955179214478	Glycerophospholipids	0.9311093688011169	Lipids and lipid-like molecules	0.9571256637573242	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerophospholipids; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Monoalkylamines; Cholines; Phosphoethanolamines; Secondary alcohols; Glycerophosphoethanolamines; Amines; Primary amines; Alkyl phosphates; Dialkyl phosphates; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
2626_mapp_batch_00010_sirius_5511	C15H29N	[M + H]+	C15H29N	Alkaloids	0.37632015347480774	Lysine alkaloids	0.42969372868537903	Piperidine alkaloids	0.16367042064666748	Trialkylamines	0.5708550810813904	Tertiary amines	0.5921513438224792	Amines	0.9899643063545227	Organonitrogen compounds	0.9999743700027466	Organic nitrogen compounds	0.9999897480010986	Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Trialkylamines; Amines; Tertiary amines; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities
1427_mapp_batch_00010_sirius_1272	C36H60N4O5	[M + Na]+	C36H60N4O5	Amino acids and Peptides	0.9863996505737305	Oligopeptides	0.8415244221687317	Cyclic peptides	0.6851532459259033	N-acyl-alpha amino acids and derivatives	0.973097026348114	Amino acids and derivatives	0.9994152784347534	Amino acids, peptides, and analogues	0.9996113181114197	Carboxylic acids and derivatives	0.9998754262924194	Organic acids and derivatives	0.9999514818191528	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Macrolactams; Lactams; Pyrrolidines; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Peptidomimetics; Carbonyl compounds; Alpha amino acid amides; Benzenoids; N-acylpyrrolidines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Isoleucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1783_mapp_batch_00010_sirius_1089	C34H71NO9	[M + H]+	C34H71NO9	Fatty acids	0.9922236204147339	Sphingolipids	0.9384253025054932	Neutral glycosphingolipids	0.3677843511104584	Alkyl glycosides	0.5391886234283447	Alkyl glycosides	0.5391886234283447	Fatty acyl glycosides	0.9443608522415161	Fatty Acyls	0.899404764175415	Lipids and lipid-like molecules	0.9255772233009338	Organic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monoalkylamines; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Fatty acyl glycosides; Oxanes; Alkyl glycosides; Polyols; Amines; Primary amines; Aminosaccharides; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
2052_mapp_batch_00010_sirius_336	C17H31N3O6	[M + H]+	C17H31N3O6	Amino acids and Peptides	0.9959537982940674	Small peptides	0.9996551275253296	Tripeptides	0.9709161520004272	Oligopeptides	0.9491658210754395	Peptides	0.9993689656257629	Amino acids, peptides, and analogues	0.9999922513961792	Carboxylic acids and derivatives	0.9999995231628418	Organic acids and derivatives	0.9999998807907104	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Dicarboxylic acids and derivatives; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Amino fatty acids; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Glutamic acid and derivatives; Leucine and derivatives; Isoleucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities
2386_mapp_batch_00010_sirius_1196	C33H65N5O4	[M + H]+	C33H65N5O4	Fatty acids	0.33679714798927307	Fatty amides	0.418704628944397	N-acyl amines	0.3307276666164398	Alpha amino acids and derivatives	0.6834078431129456	Amino acids and derivatives	0.808317244052887	Amino acids, peptides, and analogues	0.8384456634521484	Carboxylic acids and derivatives	0.9809795022010803	Organic acids and derivatives	0.9638016819953918	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
2423_mapp_batch_00010_sirius_6689	C21H38O3	[M + H]+	C21H38O3	Fatty acids	0.9801889657974243	Glycerolipids	0.36577272415161133	Monoacylglycerols	0.5334384441375732	Fatty acid esters	0.6543906927108765			Fatty acid esters	0.6543906927108765	Fatty Acyls	0.9442939758300781	Lipids and lipid-like molecules	0.9631073474884033	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
1953_mapp_batch_00010_sirius_3067	C6H4ClFO2S	[M + Na]+	C6H4ClFO2S	Shikimates and Phenylpropanoids	0.821995735168457	Phenolic acids (C6-C1)	0.20605310797691345	Simple phenolic acids	0.1416807323694229	Aryl-aldehydes	0.9696406126022339	Aldehydes	0.9548073410987854	Carbonyl compounds	0.9340416789054871	Organooxygen compounds	0.9932512640953064	Organic oxygen compounds	1.0	Organic compounds; Organosulfur compounds; Thiophenes; Aldehydes; Organohalogen compounds; Organooxygen compounds; Aryl fluorides; Organochlorides; Organofluorides; Carbonyl compounds; Aryl halides; Vinyl halides; Aryl-aldehydes; Vinylogous halides; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
